Condition,Distance,Subject,Pair
Inter,111.666183761582,17,12
Inter,107.070392693596,17,13
Inter,112.269393510673,17,14
Inter,100.720294272509,17,15
Inter,103.772469175124,17,16
Inter,106.11273009981,17,17
Inter,108.812654778169,17,18
Inter,113.065258487966,17,19
Inter,111.701569466827,17,20
Inter,115.509240509732,17,21
Inter,99.9273274724819,17,22
Inter,103.604366821526,17,23
Inter,103.971230158829,17,24
Inter,107.503002970867,17,25
Inter,110.825575706406,17,26
Inter,110.999547032727,17,27
Inter,114.079309721922,17,28
Inter,76.3392883166736,20,1
Inter,77.8265459731916,20,2
Inter,76.8961433399072,20,3
Inter,78.0915435669771,20,4
Inter,60.1196728637522,20,5
Inter,60.5673781218319,20,6
Inter,91.0878421482319,20,7
Inter,94.4596859416045,20,8
Inter,94.580645730183,20,9
Inter,98.0303216922539,20,10
Inter,98.2467179067682,20,11
Inter,101.788632115953,20,12
Inter,102.391130492895,20,13
Inter,106.021784744033,20,14
Inter,90.4823469170652,21,1
Inter,100.639368914044,21,2
Inter,79.6459276761773,21,3
Inter,90.1454978924068,21,4
Inter,84.8642635901752,21,5
Inter,95.5174964119708,21,6
Inter,89.9907434861131,21,7
Inter,100.751404613233,21,8
Inter,31.01371457273,21,9
Inter,30.6837849403552,21,10
Inter,41.6519574255835,21,11
Inter,36.7762883962004,21,12
Inter,46.9483718784127,21,13
Inter,40.6911548825733,21,14
Inter,13.6022296557743,21,15
Inter,10.4124509968005,21,16
Inter,18.2646473298239,21,17
Inter,12.0416736694091,21,18
Inter,44.6548653475369,21,19
Inter,33.5615897651654,21,20
Inter,51.7701500114923,21,21
Inter,46.8892709888612,21,22
Inter,45.6486293467786,24,1
Inter,49.1809907553699,24,2
Inter,16.7564997374874,24,3
Inter,55.7216005098092,27,1
Inter,22.8076295739315,27,2
Inter,31.0208367142494,27,3
Inter,71.4431713524498,27,4
Inter,85.2278106393164,27,5
Inter,41.907361225834,27,6
Inter,40.5232105983439,27,7
Inter,87.76948028273,27,8
Inter,95.4408358732448,27,9
Inter,96.1404970826621,27,10
Inter,99.1463708570994,27,11
Inter,37.8295279189106,2,1
Inter,26.7502680172014,2,2
Inter,39.535027709717,2,3
Inter,38.7757056218503,2,4
Inter,47.2825530240828,2,5
Inter,44.4891916120265,2,6
Inter,52.8287722378129,2,7
Inter,49.2265207034722,2,8
Inter,29.3087893933371,2,9
Inter,57.174192082705,2,10
Inter,46.6746816997158,2,11
Inter,59.6380167437259,2,12
Inter,58.3327877031053,2,13
Inter,65.269612637711,2,14
Inter,60.4737010216435,2,15
Inter,69.0165376877588,2,16
Inter,63.007591790368,2,17
Inter,48.6130987605767,2,18
Inter,24.9719971879357,4,1
Inter,27.6101904456307,4,2
Inter,30.1590201807609,4,3
Inter,48.228494228834,4,4
Inter,45.4052682529317,4,5
Inter,48.7192494762334,4,6
Inter,40.1639462200873,4,7
Inter,55.7332625832163,4,8
Inter,55.6850754959998,4,9
Inter,55.8039925358153,4,10
Inter,55.3211132888812,4,11
Inter,76.3220272984252,4,12
Inter,79.7967033747973,4,13
Inter,80.166560543042,4,14
Inter,60.5678727101551,4,15
Inter,59.4039315330866,4,16
Inter,58.8007066108367,4,17
Inter,53.6730241516414,4,18
Inter,87.3377490949525,4,19
Inter,90.76041155584,4,20
Inter,90.0948226657967,4,21
Inter,73.5048578676844,4,22
Inter,77.7467026489727,4,23
Inter,81.1812656300936,4,24
Inter,99.6064294395675,4,25
Inter,43.6130552307607,4,26
Inter,43.7308563230032,4,27
Inter,44.1242443400539,4,28
Inter,78.31912597266,4,29
Inter,82.5727211464783,4,30
Inter,86.0693497039068,4,31
Inter,104.606658685547,4,32
Inter,46.7706718500936,4,33
Inter,46.470538428593,4,34
Inter,47.1523656271268,4,35
Inter,76.6843173410056,4,36
Inter,79.6040970774775,4,37
Inter,82.9705369396415,4,38
Inter,93.1039586322302,4,39
Inter,59.1734966572486,4,40
Inter,60.3289520372209,4,41
Inter,66.9523295145963,4,42
Inter,51.6686159247238,5,1
Inter,55.3106014575099,5,2
Inter,124.482196897816,5,3
Inter,36.9567407150843,5,4
Inter,121.820169889946,5,5
Inter,40.1916208031576,5,6
Inter,56.1140759082568,5,7
Inter,46.579804877731,5,8
Inter,49.4771495975371,5,9
Inter,124.532217673218,5,10
Inter,31.4697568954863,5,11
Inter,126.037077720673,5,12
Inter,36.0674260337043,5,13
Inter,47.1711293253813,5,14
Inter,79.9280986330156,5,15
Inter,76.0870042414017,5,16
Inter,132.067456315403,5,17
Inter,100.299684637491,5,18
Inter,133.138406343785,5,19
Inter,92.6553225289715,5,20
Inter,106.826976484597,5,21
Inter,22.8940789577097,5,22
Inter,26.4573175764521,5,23
Inter,129.770562830609,5,24
Inter,35.072459841004,5,25
Inter,118.399721343639,5,26
Inter,41.5324570302989,5,27
Inter,73.8814756801029,5,28
Inter,22.5937526192401,5,29
Inter,26.157566462135,5,30
Inter,133.600239541212,5,31
Inter,32.7319106493071,5,32
Inter,123.717543824473,5,33
Inter,42.6639504956585,5,34
Inter,73.0053665297372,5,35
Inter,118.822505751615,5,36
Inter,118.116163033922,5,37
Inter,75.8373754500848,5,38
Inter,135.121216785473,5,39
Inter,33.5292657212942,5,40
Inter,112.087033139096,5,41
Inter,136.07300540248,5,42
Inter,20.8188697527099,5,43
Inter,25.9023407664057,5,44
Inter,127.347807033682,5,45
Inter,30.0864846043148,5,46
Inter,114.942077716881,5,47
Inter,36.7585731271938,5,48
Inter,71.4627458686382,5,49
Inter,20.3829904760526,5,50
Inter,25.6844240855024,5,51
Inter,131.651918913955,5,52
Inter,26.7485152460297,5,53
Inter,120.625814750788,5,54
Inter,38.0411949910717,5,55
Inter,70.7454924926118,5,56
Inter,20.2690019230644,5,57
Inter,26.5283830392067,5,58
Inter,124.216360307469,5,59
Inter,22.5927305844028,5,60
Inter,112.435238665496,5,61
Inter,29.8041261278258,5,62
Inter,65.9771761861822,5,63
Inter,20.1833239548863,5,64
Inter,26.6520180468165,5,65
Inter,128.529751281355,5,66
Inter,18.0810409764908,5,67
Inter,118.055539817573,5,68
Inter,31.3775226819584,5,69
Inter,65.2674379828527,5,70
Inter,22.0023121088369,5,71
Inter,28.3302076434467,5,72
Inter,131.893770680846,5,73
Inter,13.807193123862,5,74
Inter,122.664621660566,5,75
Inter,32.7601687602751,5,76
Inter,64.2278534433209,5,77
Inter,24.6450647550694,5,78
Inter,30.6373827129962,5,79
Inter,134.453726651644,5,80
Inter,10.4677605311867,5,81
Inter,126.462898237045,5,82
Inter,34.0975842614601,5,83
Inter,63.025803288798,5,84
Inter,37.7276221274923,5,85
Inter,41.4739466608866,5,86
Inter,103.679690281931,5,87
Inter,42.5530307213141,5,88
Inter,87.5853046613371,5,89
Inter,29.8995466333979,5,90
Inter,67.7905639440877,5,91
Inter,38.3510707178882,5,92
Inter,42.5455484011906,5,93
Inter,106.98148138641,5,94
Inter,40.276091662737,5,95
Inter,91.2939048452359,5,96
Inter,30.1346639695251,5,97
Inter,67.4262837375891,5,98
Inter,69.1642321864997,7,1
Inter,68.6135615291817,7,2
Inter,69.5753972195911,7,3
Inter,70.8375100596533,7,4
Inter,60.0845535147428,7,5
Inter,62.5737147680279,7,6
Inter,62.8908140736969,7,7
Inter,63.6583483348151,7,8
Inter,65.8911324796176,7,9
Inter,67.0983420842148,7,10
Inter,67.6181428192907,7,11
Inter,68.5735345186397,7,12
Inter,62.8987999282293,7,13
Inter,64.3466570532809,7,14
Inter,64.8488753536869,7,15
Inter,65.8010957767635,7,16
Inter,74.2391561534149,7,17
Inter,76.3428774657587,7,18
Inter,76.8577808313142,7,19
Inter,77.7829895347716,7,20
Inter,61.2876569569077,7,21
Inter,67.9588485650459,7,22
Inter,67.5084989002831,7,23
Inter,67.6707233682479,7,24
Inter,61.9479240823729,7,25
Inter,61.1124069055849,7,26
Inter,62.0140308253821,7,27
Inter,63.2837570570968,7,28
Inter,96.9133285611341,7,29
Inter,90.7712496563105,7,30
Inter,92.8926210877923,7,31
Inter,95.0048744928273,7,32
Inter,105.088571190188,7,33
Inter,97.3291040851155,7,34
Inter,99.6410087276373,7,35
Inter,101.902534688137,7,36
Inter,114.385384479906,7,37
Inter,105.904583256395,7,38
Inter,108.402125893528,7,39
Inter,110.797789741332,7,40
Inter,119.600658809511,7,41
Inter,110.576559513994,7,42
Inter,113.182108788086,7,43
Inter,115.652752531035,7,44
Inter,78.5406596080581,7,45
Inter,74.9056983567616,7,46
Inter,76.4356338000215,7,47
Inter,78.1547136509034,7,48
Inter,105.284266540333,8,1
Inter,110.656107792636,8,2
Inter,113.656715090606,8,3
Inter,119.100384806873,8,4
Inter,107.478019708009,8,5
Inter,112.777999716635,8,6
Inter,81.4106206253929,8,7
Inter,86.2407263935128,8,8
Inter,87.1743489493372,8,9
Inter,92.0363751374156,8,10
Inter,90.8143367511067,8,11
Inter,95.7901268496265,8,12
Inter,125.33819949998,8,13
Inter,130.513205446087,8,14
Inter,79.9682342039564,8,15
Inter,84.2717225060404,8,16
Inter,116.651360007582,8,17
Inter,121.688480047553,8,18
Inter,102.907048201718,8,19
Inter,108.332732454523,8,20
Inter,106.741581053855,8,21
Inter,112.140262037807,8,22
Inter,110.712154706608,8,23
Inter,116.111950770788,8,24
Inter,114.712603905722,8,25
Inter,120.094881783945,8,26
Inter,120.984437336178,8,27
Inter,126.393899158035,8,28
Inter,23.794564129031,8,29
Inter,24.0901401871423,8,30
Inter,23.3442225747431,8,31
Inter,22.246248979143,8,32
Inter,25.2043998100206,8,33
Inter,22.8132362465435,8,34
Inter,26.7152513588984,8,35
Inter,25.596672991997,8,36
Inter,27.9252681980088,8,37
Inter,25.2403184376568,8,38
Inter,29.3246342314886,8,39
Inter,25.6329179680695,8,40
Inter,19.3326557537172,8,41
Inter,17.7235517209114,8,42
Inter,19.8476968294962,8,43
Inter,16.7501196388388,8,44
Inter,30.9799001154061,8,45
Inter,31.3499417387341,8,46
Inter,23.4391159171512,8,47
Inter,21.7289207324665,8,48
Inter,67.0867001053444,8,49
Inter,71.9087863667689,8,50
Inter,62.5273244215461,8,51
Inter,67.3180108008137,8,52
Inter,67.8635895894083,8,53
Inter,72.3375704283601,8,54
Inter,45.1992426323702,8,55
Inter,48.103281453744,8,56
Inter,44.2739627230517,8,57
Inter,46.4368214207258,8,58
Inter,53.4413381530194,8,59
Inter,53.385967465069,8,60
Inter,51.0325201903641,9,1
Inter,50.1035839411234,9,2
Inter,47.5929601759622,9,3
Inter,31.6135035642009,9,4
Inter,47.259161332499,9,5
Inter,46.1037301890899,9,6
Inter,45.5955143145524,9,7
Inter,107.486482327482,9,8
Inter,117.036191834448,9,9
Inter,119.980467749955,9,10
Inter,95.9056693752504,9,11
Inter,104.41718113504,9,12
Inter,53.3874129918176,9,13
Inter,52.1150425311564,9,14
Inter,47.3264832296111,9,15
Inter,33.3787809431101,9,16
Inter,49.2741803524661,9,17
Inter,47.7300129446584,9,18
Inter,46.779789858368,9,19
Inter,113.014885308078,9,20
Inter,122.560604804646,9,21
Inter,125.490085391247,9,22
Inter,101.432568757088,9,23
Inter,109.967060328152,9,24
Inter,62.9958867141403,9,25
Inter,61.9126400473392,9,26
Inter,60.2734145643467,9,27
Inter,56.0656894749676,9,28
Inter,72.5427328373673,9,29
Inter,71.3910952860393,9,30
Inter,70.6349924131652,9,31
Inter,108.393988038425,9,32
Inter,117.14541463248,9,33
Inter,119.612390540129,9,34
Inter,96.1563479142319,9,35
Inter,104.702875100798,9,36
Inter,63.4130934756602,9,37
Inter,62.0012869263839,9,38
Inter,58.5521843238876,9,39
Inter,56.8450133405901,9,40
Inter,73.310630553487,9,41
Inter,71.8798573289855,9,42
Inter,70.8009629564608,9,43
Inter,113.661600213793,9,44
Inter,122.38421501533,9,45
Inter,124.806151844315,9,46
Inter,102.113159202261,9,47
Inter,110.678106065243,9,48
Inter,46.3012948240999,9,49
Inter,44.3960160042801,9,50
Inter,40.0414323690766,9,51
Inter,44.3447272933768,9,52
Inter,58.8844522995002,9,53
Inter,57.2529728449499,9,54
Inter,55.9014790356654,9,55
Inter,111.229721021038,9,56
Inter,119.989343462254,9,57
Inter,122.325131067401,9,58
Inter,103.444186674141,9,59
Inter,112.093140798556,9,60
Inter,46.2143663036058,9,61
Inter,44.0721093268031,9,62
Inter,38.1200997712625,9,63
Inter,43.9049817327643,9,64
Inter,58.2766755010085,9,65
Inter,56.4517045304244,9,66
Inter,54.879539329418,9,67
Inter,114.168175920507,9,68
Inter,122.949970266104,9,69
Inter,125.289898566425,9,70
Inter,106.63413309308,9,71
Inter,115.291917160032,9,72
Inter,102.095331126976,9,73
Inter,104.778875339361,9,74
Inter,120.368657454673,9,75
Inter,102.349769836204,9,76
Inter,106.258615276398,9,77
Inter,108.811763701823,9,78
Inter,111.757603662136,9,79
Inter,40.7161354782997,9,80
Inter,45.6173057598874,9,81
Inter,48.1232425972795,9,82
Inter,22.0131349720687,9,83
Inter,22.713509283884,9,84
Inter,108.551834082891,9,85
Inter,111.315653117227,9,86
Inter,127.437030782654,9,87
Inter,110.14325165242,9,88
Inter,113.793569544344,9,89
Inter,116.407763874042,9,90
Inter,119.392717950438,9,91
Inter,38.2408718379266,9,92
Inter,41.3724937713219,9,93
Inter,43.4699497538832,9,94
Inter,21.3760203983178,9,95
Inter,18.6296924623102,9,96
Inter,100.854764979949,9,97
Inter,103.851600828996,9,98
Inter,121.509885275292,9,99
Inter,106.364711219255,9,100
Inter,108.529926465395,9,101
Inter,111.3315978022,9,102
Inter,114.443058197436,9,103
Inter,19.648271122275,9,104
Inter,22.9196442737518,9,105
Inter,25.1832576188789,9,106
Inter,10.2693369847177,9,107
Inter,1.6722768044347,9,108
Inter,47.799640087089,10,1
Inter,22.7574468578811,10,2
Inter,58.770925350996,10,3
Inter,61.4806597543255,10,4
Inter,51.237152021556,10,5
Inter,54.8205999477011,10,6
Inter,44.9922212339081,10,7
Inter,21.4052333108368,10,8
Inter,56.2815145195359,10,9
Inter,58.9797087627242,10,10
Inter,48.9109291542435,10,11
Inter,52.3910253031589,10,12
Inter,32.498230669438,10,13
Inter,23.6620140186876,10,14
Inter,46.891127989125,10,15
Inter,49.0939447114742,10,16
Inter,40.672277924027,10,17
Inter,43.6537310704531,10,18
Inter,35.0027175355839,10,19
Inter,22.4589972241819,10,20
Inter,48.3100404168278,10,21
Inter,50.5854207161061,10,22
Inter,41.6881994421134,10,23
Inter,44.9011573872522,10,24
Inter,38.8661201355658,10,25
Inter,23.5176103466722,10,26
Inter,51.270155220715,10,27
Inter,53.5744009203855,10,28
Inter,44.4135835448908,10,29
Inter,47.7679802598427,10,30
Inter,19.1800489674553,10,31
Inter,38.4362932361159,10,32
Inter,34.9297316368187,10,33
Inter,36.0033803050674,10,34
Inter,33.1279203690263,10,35
Inter,33.7733240185575,10,36
Inter,34.092293288974,10,37
Inter,36.1867586113123,10,38
Inter,47.2291954743387,10,39
Inter,48.5825628778809,10,40
Inter,42.5487328909724,10,41
Inter,44.9589487824321,10,42
Inter,37.0061102869424,10,43
Inter,38.4033645065446,10,44
Inter,49.572434383434,10,45
Inter,50.870865431216,10,46
Inter,44.9464878819414,10,47
Inter,47.3482500195724,10,48
Inter,19.8596406324024,10,49
Inter,28.1574150027131,10,50
Inter,34.6842202468092,10,51
Inter,36.2757044139356,10,52
Inter,29.9455957506967,10,53
Inter,32.272263201531,10,54
Inter,47.4972982803023,10,55
Inter,23.9321315706838,10,56
Inter,42.8580588739835,10,57
Inter,45.8279138972559,10,58
Inter,35.5745848314341,10,59
Inter,38.8337045615788,10,60
Inter,71.3140948241235,10,61
Inter,60.5659525315126,10,62
Inter,59.0216839420564,10,63
Inter,60.9219020423537,10,64
Inter,56.4591777050805,10,65
Inter,57.1632717592815,10,66
Inter,73.8023386544937,10,67
Inter,64.3369902921314,10,68
Inter,60.8500663156635,10,69
Inter,62.5856743394201,10,70
Inter,58.7690485059475,10,71
Inter,59.2442932271188,10,72
Inter,77.9754320010081,10,73
Inter,69.0939865492752,10,74
Inter,64.4336459361907,10,75
Inter,66.0275942085074,10,76
Inter,62.6985389804657,10,77
Inter,63.0218882271008,10,78
Inter,71.6503454865437,10,79
Inter,39.1693297694478,10,80
Inter,71.1465860006763,10,81
Inter,74.285791583698,10,82
Inter,63.4735782233017,10,83
Inter,66.9088966680588,10,84
Inter,62.2689580043684,10,85
Inter,34.9928862308251,10,86
Inter,63.5136104082855,10,87
Inter,66.5822796094318,10,88
Inter,56.5772076016924,10,89
Inter,59.5561883374906,10,90
Inter,63.9310905405335,10,91
Inter,33.6618004642231,10,92
Inter,64.6895671843676,10,93
Inter,67.8297124197539,10,94
Inter,57.3034908376997,10,95
Inter,60.5445956431693,10,96
Inter,58.1474892366493,12,1
Inter,56.8423584866302,12,2
Inter,56.3273733357144,12,3
Inter,77.8634385428522,12,4
Inter,73.3408468649923,12,5
Inter,75.5052281120235,12,6
Inter,89.0752195990557,12,7
Inter,81.4708422363725,12,8
Inter,57.4586546757236,12,9
Inter,49.5776139180727,12,10
Inter,41.8794555218956,12,11
Inter,34.637502115768,12,12
Inter,30.8145213426425,12,13
Inter,77.0403929806225,12,14
Inter,23.092318977702,12,15
Inter,97.9605216551321,12,16
Inter,99.9438626808035,12,17
Inter,83.858774414431,12,18
Inter,80.0818925973291,12,19
Inter,96.770231496863,12,20
Inter,105.59279633179,12,21
Inter,46.667918244059,12,22
Inter,28.7393615097581,12,23
Inter,99.0995255631775,12,24
Inter,108.782936069893,12,25
Inter,42.2319492948448,12,26
Inter,33.619644027185,12,27
Inter,28.9792251128272,14,1
Inter,38.4632529870503,14,2
Inter,40.4555870254875,14,3
Inter,29.1019470167473,14,4
Inter,30.4858994634584,14,5
Inter,25.1674647968642,14,6
Inter,33.8505262898214,14,7
Inter,24.0231335325445,14,8
Inter,22.8055699805991,14,9
Inter,28.724985056735,14,10
Inter,34.7115196484279,14,11
Inter,17.660713056296,14,12
Inter,16.1422947533033,14,13
Inter,15.7441442166793,14,14
Inter,24.5277221075284,14,15
Inter,61.8562226883439,14,16
Inter,59.0329029231207,14,17
Inter,60.1871936172757,14,18
Inter,61.5564627750494,14,19
Inter,72.5606317518124,15,1
Inter,73.1163425225116,15,2
Inter,70.2757867228168,15,3
Inter,71.6833645698677,15,4
Inter,72.7556523596356,15,5
Inter,72.9935498623533,15,6
Inter,57.8696329258033,16,1
Inter,54.9406801959533,16,2
Inter,49.3059256079357,16,3
Inter,46.1476056117325,16,4
Inter,42.007058670244,19,1
Inter,45.17846173176,19,2
Inter,57.3194879046198,19,3
Inter,31.3647855145059,19,4
Inter,27.0201613560158,19,5
Inter,54.4585771229481,19,6
Inter,60.6497513320741,19,7
Inter,62.7023410288565,19,8
Inter,36.3756171759664,19,9
Inter,36.5861447571789,19,10
Inter,59.6815859195027,19,11
Inter,66.6728923374633,19,12
Inter,65.4079575544174,19,13
Inter,40.3074548115907,19,14
Inter,41.660436218088,19,15
Inter,47.4874360739199,19,16
Inter,59.9063841704949,19,17
Inter,36.5149805961712,19,18
Inter,26.1554436836479,19,19
Inter,34.4515213186441,19,20
Inter,43.5493525240075,19,21
Inter,56.6407863308238,19,22
Inter,25.987789884117,19,23
Inter,27.5768894978732,19,24
Inter,35.6471624861961,19,25
Inter,39.7918400707635,19,26
Inter,52.8839244604448,19,27
Inter,18.3328431216264,19,28
Inter,28.6166094113123,19,29
Inter,35.8841995899094,19,30
Inter,48.6956212148389,19,31
Inter,61.7157712370218,19,32
Inter,25.6217981899623,19,33
Inter,37.0898792595777,19,34
Inter,44.8372086787587,19,35
Inter,51.2165751996672,19,36
Inter,64.3689534037369,19,37
Inter,31.3268613667335,19,38
Inter,35.4121443502832,19,39
Inter,43.8258373955777,19,40
Inter,52.1581176515518,19,41
Inter,64.9133508407988,19,42
Inter,27.3121307217138,19,43
Inter,42.896348412472,19,44
Inter,50.220332552726,19,45
Inter,55.6835796788237,19,46
Inter,68.8158274016409,19,47
Inter,33.6849050032891,19,48
Inter,41.4473451781878,19,49
Inter,49.661941510366,19,50
Inter,59.9469713143886,19,51
Inter,73.0860152218203,19,52
Inter,38.7129551797064,19,53
Inter,44.4248562788047,19,54
Inter,52.7295964164808,19,55
Inter,55.7190536767382,19,56
Inter,68.8317276105432,19,57
Inter,36.5224500859914,19,58
Inter,38.7066201583883,19,59
Inter,47.1519137534989,19,60
Inter,48.7100177717339,19,61
Inter,61.0451720128971,19,62
Inter,22.9473130606032,19,63
Inter,42.7360363903509,19,64
Inter,49.2474233033884,19,65
Inter,37.9631203680056,19,66
Inter,49.8982458437455,19,67
Inter,15.9335931646923,19,68
Inter,34.6491677300349,19,69
Inter,38.9946812176467,19,70
Inter,41.174791260095,19,71
Inter,53.5748355848325,19,72
Inter,15.3953812351372,19,73
Inter,36.2781898877684,19,74
Inter,42.2042551922909,19,75
Inter,41.428270101939,19,76
Inter,53.2813811667893,19,77
Inter,15.6214281682349,19,78
Inter,39.1396902023249,19,79
Inter,44.5315108712406,19,80
Inter,49.7388213046815,19,81
Inter,55.5703069019204,19,82
Inter,34.9685534632208,19,83
Inter,61.7294365868238,19,84
Inter,62.880278609726,19,85
Inter,56.2364770726595,19,86
Inter,61.2346903352317,19,87
Inter,42.1661787280097,19,88
Inter,68.9798577180126,19,89
Inter,69.856685626094,19,90
Inter,44.7174271201411,19,91
Inter,49.4223654265191,19,92
Inter,33.6610536359949,19,93
Inter,58.9427791321757,19,94
Inter,59.1982294457209,19,95
Inter,33.9585289009003,19,96
Inter,38.3647827107514,19,97
Inter,27.6919043186675,19,98
Inter,49.838972564104,19,99
Inter,49.2946960803036,19,100
Inter,33.765224656714,19,101
Inter,46.133358419774,19,102
Inter,8.04649439077555,19,103
Inter,30.9822273932556,19,104
Inter,35.9088681266275,19,105
Inter,108.855398209629,21,1
Inter,117.667843343451,21,2
Inter,102.814750965666,21,3
Inter,111.967979960029,21,4
Inter,108.425027187785,21,5
Inter,117.66907670711,21,6
Inter,113.775551865983,21,7
Inter,123.083084219464,21,8
Inter,29.0421695620617,21,9
Inter,36.0445965814931,21,10
Inter,23.0760621558009,21,11
Inter,25.4009567593974,21,12
Inter,22.4034645689643,21,13
Inter,21.5659242592279,21,14
Inter,31.5638447350852,21,15
Inter,39.7310573412863,21,16
Inter,27.8282507877489,21,17
Inter,35.3724441784399,21,18
Inter,36.3594410626542,21,19
Inter,36.1981734165457,21,20
Inter,55.9341553879109,21,21
Inter,60.4272400764405,21,22
Inter,19.6991816653687,22,1
Inter,21.4110247503279,22,2
Inter,23.4146124915611,22,3
Inter,25.6724825225794,22,4
Inter,26.8595228922988,22,5
Inter,27.7906419193528,22,6
Inter,103.306146103811,22,7
Inter,19.2994988786112,22,8
Inter,19.7682061944932,22,9
Inter,20.7827889952764,22,10
Inter,22.0978966415006,22,11
Inter,22.142777406336,22,12
Inter,22.129449904963,22,13
Inter,111.692686031764,22,14
Inter,21.7824388480982,22,15
Inter,21.6415754871039,22,16
Inter,21.9827855566908,22,17
Inter,22.5174572041685,22,18
Inter,21.4739795481362,22,19
Inter,20.332936701144,22,20
Inter,117.292414027929,22,21
Inter,24.7312655736473,22,22
Inter,24.1378354370878,22,23
Inter,23.9163451636145,22,24
Inter,23.7494049573277,22,25
Inter,21.7671403060102,22,26
Inter,19.5673735980982,22,27
Inter,122.335220215965,22,28
Inter,101.756480223743,22,29
Inter,104.691571936916,22,30
Inter,107.414082445748,22,31
Inter,110.448499003422,22,32
Inter,113.794083647651,22,33
Inter,116.681748924327,22,34
Inter,14.2261830912349,22,35
Inter,92.5131387248981,22,36
Inter,93.3472527952585,22,37
Inter,94.3033787955699,22,38
Inter,95.7526313855037,22,39
Inter,99.1945200369197,22,40
Inter,102.930197646934,22,41
Inter,73.5316537832249,22,42
Inter,97.4994153480954,22,43
Inter,98.5003090164143,22,44
Inter,99.6038097505415,22,45
Inter,101.197507640134,22,46
Inter,104.71030017668,22,47
Inter,108.468598687633,22,48
Inter,69.5554438890582,22,49
Inter,78.7251309085336,23,1
Inter,76.6658637865265,23,2
Inter,80.331646239647,23,3
Inter,77.989867416004,23,4
Inter,96.7158967824381,23,5
Inter,29.9950082997828,23,6
Inter,97.2711987230714,23,7
Inter,27.6944888477278,23,8
Inter,97.1972749472063,23,9
Inter,25.2312209926936,23,10
Inter,97.2423871610852,23,11
Inter,44.9338887007058,23,12
Inter,101.026417299249,23,13
Inter,45.4994031970323,23,14
Inter,105.526017470473,23,15
Inter,47.5581907946654,23,16
Inter,80.1691532772316,23,17
Inter,34.0655886264524,23,18
Inter,16.5199676924209,24,1
Inter,17.7200258172826,24,2
Inter,17.7865077069259,24,3
Inter,16.177060455445,24,4
Inter,41.3819943794924,24,5
Inter,44.4870517123734,24,6
Inter,94.9090866990262,26,1
Inter,100.791824468458,26,2
Inter,137.634113507554,26,3
Inter,98.5808801109777,26,4
Inter,103.175470766357,26,5
Inter,107.678093089149,26,6
Inter,128.621895852682,26,7
Inter,134.60218357261,26,8
Inter,138.364683582561,26,9
Inter,55.3995858577767,27,1
Inter,54.1629942353138,27,2
Inter,53.4033990470446,27,3
Inter,55.3165273375523,27,4
Inter,56.2437809371525,27,5
Inter,100.13425792305,27,6
Inter,111.534233005462,27,7
Inter,32.9035439615769,27,8
Inter,33.2649901074517,27,9
Inter,34.5409607642179,27,10
Inter,40.1787482396604,27,11
Inter,44.2354925997316,27,12
Inter,91.0655252384585,27,13
Inter,101.688582115872,27,14
Inter,30.992743335856,27,15
Inter,29.4428147995898,27,16
Inter,28.4957403119844,27,17
Inter,28.9175324967083,27,18
Inter,31.3929154859901,27,19
Inter,113.197433507638,27,20
Inter,123.651242986184,27,21
Inter,73.0368052060296,27,22
Inter,71.7192383462673,27,23
Inter,70.7874871583293,27,24
Inter,72.0102349531883,27,25
Inter,72.3242746453809,27,26
Inter,106.132211980974,27,27
Inter,117.255920384023,27,28
Inter,75.6128457912342,27,29
Inter,74.7221179995577,27,30
Inter,74.1645283324018,27,31
Inter,76.6852416887416,27,32
Inter,76.947496033251,27,33
Inter,98.4414781048115,27,34
Inter,109.937573981892,27,35
Inter,39.2768299356132,27,36
Inter,42.9334611906363,27,37
Inter,47.0729527757249,27,38
Inter,56.3496094248365,27,39
Inter,62.0692686436214,27,40
Inter,79.5595174493212,27,41
Inter,88.0283066260126,27,42
Inter,31.9539400214357,27,43
Inter,29.4853072431188,27,44
Inter,27.1983186199149,27,45
Inter,23.2740154571414,27,46
Inter,24.042016316141,27,47
Inter,125.646220168575,27,48
Inter,136.058529810892,27,49
Inter,107.65810171177,27,50
Inter,110.395535155202,27,51
Inter,113.811499993205,27,52
Inter,122.820104599339,27,53
Inter,128.007908836128,27,54
Inter,22.4625577676828,27,55
Inter,23.8957321361601,27,56
Inter,115.538037259159,27,57
Inter,118.349049177802,27,58
Inter,121.832690287301,27,59
Inter,130.923580910979,27,60
Inter,136.172615519734,27,61
Inter,24.966866156999,27,62
Inter,22.1261351022422,27,63
Inter,115.118121485875,27,64
Inter,118.543484730134,27,65
Inter,122.601087057357,27,66
Inter,132.263641268517,27,67
Inter,138.100294421659,27,68
Inter,38.608859670115,27,69
Inter,33.0632871022237,27,70
Inter,118.26581807704,27,71
Inter,120.725596828631,27,72
Inter,123.856693191431,27,73
Inter,132.506283811699,27,74
Inter,137.348972176706,27,75
Inter,29.0975548165785,27,76
Inter,29.2129150130292,27,77
Inter,108.010104802648,29,1
Inter,119.971799326526,29,2
Inter,122.525519606744,29,3
Inter,99.8170707723607,29,4
Inter,111.757361745975,29,5
Inter,114.318197703097,29,6
Inter,82.7171288622263,29,7
Inter,93.793928443912,29,8
Inter,96.3737259480044,29,9
Inter,85.4586592383008,29,10
Inter,96.6560867534518,29,11
Inter,99.2219130350204,29,12
