Condition,Distance,Subject,Pair
Intra,85.7262183298628,24,18
Intra,90.8237366852557,24,19
Intra,79.7056788043008,24,20
Intra,77.7688386493755,24,21
Intra,92.4399402677854,24,22
Intra,80.517368793481,24,23
Intra,85.8451232614514,24,24
Intra,91.19214575364,24,25
Intra,96.2605735245941,24,26
Intra,84.2343431917719,24,27
Intra,84.9772211552227,24,28
Intra,102.556439056376,24,29
Intra,89.0774220970935,24,30
Intra,94.3280824085266,24,31
Intra,99.5924997767391,24,32
Intra,104.6067530121,24,33
Intra,91.7319956871617,24,34
Intra,94.9954059598994,24,35
Intra,38.6373091675764,24,36
Intra,24.9794177285979,24,37
Intra,29.5199686041457,24,38
Intra,34.5895328432565,24,39
Intra,39.456311011246,24,40
Intra,31.4247969561633,24,41
Intra,28.2525988498606,24,42
Intra,39.0208114381972,24,43
Intra,22.7557045323424,24,44
Intra,26.9459397869077,24,45
Intra,31.8659844574866,24,46
Intra,36.647678895374,24,47
Intra,28.2245918368883,24,48
Intra,28.0679592669263,24,49
Intra,40.417500195259,24,50
Intra,21.573328124734,24,51
Intra,25.0746658312568,24,52
Intra,29.6274840910616,24,53
Intra,34.1801309030403,24,54
Intra,25.4585789685211,24,55
Intra,29.0719775431424,24,56
Intra,42.2742808591227,24,57
Intra,21.1345399688712,24,58
Intra,23.7600323954008,24,59
Intra,27.752961010148,24,60
Intra,31.9616920421854,24,61
Intra,22.5739495420432,24,62
Intra,31.1198886362722,24,63
Intra,62.199953254131,24,64
Intra,40.6390413424559,24,65
Intra,44.0469720503481,24,66
Intra,48.0013837918213,24,67
Intra,52.0845928196939,24,68
Intra,38.5420069440967,24,69
Intra,53.0655723130493,24,70
Intra,59.3086771820232,24,71
Intra,37.0468106212166,24,72
Intra,39.8548223775025,24,73
Intra,43.4244086241739,24,74
Intra,47.2272393474591,24,75
Intra,34.374181138484,24,76
Intra,49.8012122650028,24,77
Intra,40.6007055577297,25,1
Intra,35.4514373639417,25,2
Intra,35.3143364367717,25,3
Intra,47.4463745285287,25,4
Intra,48.836309745173,25,5
Intra,49.7820349826053,25,6
Intra,37.9385091140146,25,7
Intra,33.1854126017418,25,8
Intra,32.2284289932543,25,9
Intra,45.9036958583581,25,10
Intra,47.071632918077,25,11
Intra,47.8411127253238,25,12
Intra,43.1606256747283,25,13
Intra,37.075645449749,25,14
Intra,40.5306335283548,25,15
Intra,47.1895329950927,25,16
Intra,49.0760038530201,25,17
Intra,50.4126013460415,25,18
Intra,39.0063330569976,25,19
Intra,33.3939894410312,25,20
Intra,35.5556307072604,25,21
Intra,44.8013772328903,25,22
Intra,46.446718530364,25,23
Intra,47.5539242962346,25,24
Intra,35.5595659250723,25,25
Intra,30.5830308131565,25,26
Intra,30.9023174876114,25,27
Intra,43.3297796894101,25,28
Intra,44.6638035337379,25,29
Intra,45.5013116248059,25,30
Intra,101.31956266158,3,1
Intra,105.31926197522,3,2
Intra,56.8671589274994,8,1
Intra,79.6719687748138,8,2
Intra,82.4816994979487,8,3
Intra,87.0675120556343,8,4
Intra,74.320911106013,8,5
Intra,60.5600951741208,8,6
Intra,64.0241435238129,8,7
Intra,96.570946477301,9,1
Intra,83.2363510037669,10,1
Intra,84.4964797074335,10,2
Intra,85.9741212894852,10,3
Intra,60.1341445768518,10,4
Intra,68.365405766685,10,5
Intra,75.6705896968719,10,6
Intra,51.474680503908,10,7
Intra,87.1401920527767,10,8
Intra,99.719281800233,10,9
Intra,78.9874068490364,10,10
Intra,95.4342325973866,10,11
Intra,99.9160152135912,10,12
Intra,86.4547747062843,10,13
Intra,87.4258951645338,10,14
Intra,88.5706853184056,10,15
Intra,62.4792560222723,10,16
Intra,68.7140316277798,10,17
Intra,75.4313922206659,10,18
Intra,54.7837315244593,10,19
Intra,86.7189589851526,10,20
Intra,96.3535072596404,10,21
Intra,82.099911964976,10,22
Intra,95.1105099010823,10,23
Intra,97.5350701057988,10,24
Intra,96.8202192024561,10,25
Intra,97.5315264385152,10,26
Intra,98.2904123728403,10,27
Intra,69.4535345701271,10,28
Intra,74.151403388443,10,29
Intra,80.00513726561,10,30
Intra,62.3613109814782,10,31
Intra,95.0231896429879,10,32
Intra,98.2532577900208,10,33
Intra,87.3339631240144,10,34
Intra,99.0854134810263,10,35
Intra,100.018018071791,10,36
Intra,57.9658458447178,10,37
Intra,58.901666109516,10,38
Intra,60.7404088445739,10,39
Intra,63.0263819435152,10,40
Intra,65.9761665412759,10,41
Intra,72.2964283022424,10,42
Intra,60.2524071458927,10,43
Intra,50.2349176444777,10,44
Intra,87.1660152510468,10,45
Intra,88.9431884720743,10,46
Intra,89.3330492834624,10,47
Intra,89.6424679232094,10,48
Intra,94.4414284804929,10,49
Intra,95.3128303224164,10,50
Intra,96.3737137255929,10,51
Intra,71.4594561698642,10,52
Intra,76.0991902320747,10,53
Intra,82.2533535337762,10,54
Intra,64.4208505807783,10,55
Intra,91.5037144083597,10,56
Intra,99.2185116486573,10,57
Intra,91.6809402221354,10,58
Intra,101.721015720619,10,59
Intra,101.765676799053,10,60
Intra,105.843485068553,10,61
Intra,106.49685281266,10,62
Intra,107.232253886032,10,63
Intra,80.0608051414472,10,64
Intra,83.3441559418541,10,65
Intra,88.6906311003636,10,66
Intra,73.509513365191,10,67
Intra,100.979450688446,10,68
Intra,102.717246905052,10,69
Intra,98.8165754122645,10,70
Intra,107.523124350697,10,71
Intra,105.963822528644,10,72
Intra,67.8261374614604,10,73
Intra,68.4566474364317,10,74
Intra,70.003565286205,10,75
Intra,75.586144138838,10,76
Intra,76.4184120912187,10,77
Intra,81.7535259202131,10,78
Intra,73.757807369364,10,79
Intra,54.1225151055634,10,80
Intra,90.6939474032861,10,81
Intra,101.59509241205,10,82
Intra,97.592376762443,10,83
Intra,94.8658692111204,10,84
Intra,57.767895118319,11,1
Intra,57.0250003726365,11,2
Intra,57.9753011881025,11,3
Intra,57.3390911146407,11,4
Intra,76.4785953804666,11,5
Intra,81.7945932928242,11,6
Intra,89.0713601632679,11,7
Intra,67.757136685909,11,8
Intra,58.7318274054827,11,9
Intra,56.1342715028129,11,10
Intra,56.8967577254017,11,11
Intra,58.1443297311686,11,12
Intra,76.9066654685097,11,13
Intra,82.3135185064216,11,14
Intra,89.7359943701439,11,15
Intra,68.0201584256075,11,16
Intra,72.5553280497888,11,17
Intra,67.1617901349846,11,18
Intra,67.3557361353568,11,19
Intra,71.7469487949297,11,20
Intra,80.3515710966163,11,21
Intra,85.6778100403003,11,22
Intra,92.5880432628528,11,23
Intra,68.0108202672118,11,24
Intra,74.7099319267127,11,25
Intra,67.5541828566103,11,26
Intra,67.5261218678955,11,27
Intra,73.7450854641348,11,28
Intra,80.8022730433213,11,29
Intra,86.1792259355337,11,30
Intra,93.1523608579794,11,31
Intra,68.05297026066,11,32
Intra,76.9851989373037,11,33
Intra,68.0169142347783,11,34
Intra,67.7578363909955,11,35
Intra,75.8726600237355,11,36
Intra,81.8918184564651,11,37
Intra,87.322300763162,11,38
Intra,94.3817658941096,11,39
Intra,68.8786508052678,11,40
Intra,84.2489392739704,12,1
Intra,85.6485974099266,12,2
Intra,86.4116414548589,12,3
Intra,53.5020512440826,13,1
Intra,45.0803223797723,13,2
Intra,49.9752509325976,13,3
Intra,52.5067861171986,13,4
Intra,52.927798996311,13,5
Intra,45.4941486226052,13,6
Intra,49.7942802294329,13,7
Intra,52.1338335857779,13,8
Intra,52.3074403330977,13,9
Intra,46.0054688249611,13,10
Intra,49.6403418682697,13,11
Intra,51.7528143095524,13,12
Intra,62.5601381589814,13,13
Intra,54.954405999838,13,14
Intra,59.404057688705,13,15
Intra,61.7423982396279,13,16
Intra,61.1902797075003,13,17
Intra,54.5304639172231,13,18
Intra,58.388603011495,13,19
Intra,60.5450301333303,13,20
Intra,59.6304607673728,13,21
Intra,53.9742255562263,13,22
Intra,57.1963176100248,13,23
Intra,59.1586790173466,13,24
Intra,70.1886479113339,13,25
Intra,64.4216353672664,13,26
Intra,67.6763042623016,13,27
Intra,69.6284184475329,13,28
Intra,68.6898415758485,13,29
Intra,63.9127035183941,13,30
Intra,66.5553841940113,13,31
Intra,68.3104954448974,13,32
Intra,67.2088411870333,13,33
Intra,63.4772063845371,13,34
Intra,65.4823569757177,13,35
Intra,67.0262500647543,13,36
Intra,65.7163534206622,23,1
Intra,73.9381877424697,24,1
Intra,80.1157067756929,24,2
Intra,84.9389829185454,24,3
Intra,68.3134792801304,24,4
Intra,84.5436261246028,24,5
Intra,90.8317284010623,24,6
Intra,95.6892692258936,24,7
Intra,75.7266446012433,24,8
Intra,75.6602599239697,24,9
Intra,81.8006825389329,24,10
Intra,86.6231739041823,24,11
Intra,71.5076229999923,24,12
Intra,84.9140791602813,24,13
Intra,90.85523868555,24,14
Intra,95.5541820023113,24,15
Intra,78.8079933582247,24,16
Intra,96.1911836656847,24,17
Intra,101.959109506266,24,18
Intra,106.53382715084,24,19
Intra,87.5342366320461,24,20
Intra,45.4769588625797,24,21
Intra,48.6224696394626,24,22
Intra,51.9526622003199,24,23
Intra,65.9391600997692,24,24
Intra,48.6154555578237,24,25
Intra,51.2747209269952,24,26
Intra,54.2838871402254,24,27
Intra,69.2641986814731,24,28
Intra,52.7365363863086,24,29
Intra,54.9036231889167,24,30
Intra,57.570257803067,24,31
Intra,73.493265140256,24,32
Intra,57.1579609558954,24,33
Intra,58.8001287199833,24,34
Intra,61.0842913132336,24,35
Intra,77.5355988601378,24,36
Intra,72.98372002099,24,37
Intra,75.5043893229536,24,38
Intra,78.1955317972319,24,39
Intra,82.0544741607038,24,40
Intra,72.228350488387,24,41
Intra,74.3214500296787,24,42
Intra,76.7536612527142,24,43
Intra,84.0064051944727,24,44
Intra,79.418352971949,25,1
Intra,74.435501052035,25,2
Intra,78.0456279233601,25,3
Intra,74.1915377831956,25,4
Intra,79.8312306574419,25,5
Intra,73.7444634822815,25,6
Intra,79.1716796892616,25,7
Intra,75.0845836245055,25,8
Intra,78.5373548716433,25,9
Intra,76.0666407496423,25,10
Intra,96.4625334368456,6,1
Intra,95.1393175286861,6,2
Intra,75.6765816107712,20,1
Intra,74.3292561888597,20,2
Intra,74.5409205997812,20,3
Intra,103.693418050967,6,1
Intra,108.293305485765,6,2
Intra,37.8145689077324,6,1
Intra,39.5268547067479,6,2
Intra,41.8570262781248,6,3
Intra,49.380807180905,6,4
Intra,52.3007262166766,6,5
Intra,53.4438267236822,6,6
Intra,57.4961397689596,6,7
Intra,58.3515213028351,6,8
Intra,36.7767230302778,6,9
Intra,37.7962462455139,6,10
Intra,40.3021300545646,6,11
Intra,40.5446811085279,6,12
Intra,41.5913913798262,6,13
Intra,51.7252405935201,6,14
Intra,53.3692924767972,6,15
Intra,53.408613282161,6,16
Intra,58.4235066783311,6,17
Intra,58.5186261145413,6,18
Intra,40.439855796699,6,19
Intra,37.3197411484524,6,20
Intra,34.3849670118963,27,1
Intra,49.5408870573146,27,2
Intra,53.5385835999039,27,3
Intra,55.0320887036328,5,1
Intra,32.433025221243,5,2
Intra,52.1818927074181,5,3
Intra,41.3832035041733,5,4
Intra,54.1107347871367,5,5
Intra,47.4286375821533,5,6
Intra,35.5879524040152,6,1
Intra,32.2381048440648,6,2
Intra,32.8662950318311,6,3
Intra,39.5150536579054,6,4
Intra,35.8072722003271,6,5
Intra,42.404617289142,6,6
Intra,53.0558077097735,20,1
Intra,53.5228244889274,20,2
Intra,58.5912950047337,20,3
Intra,58.9988153740147,20,4
Intra,64.0907780883289,20,5
Intra,64.4376674951885,20,6
Intra,56.2713316097282,26,1
Intra,54.1594116944577,26,2
Intra,53.1133036812756,26,3
Intra,60.5450172999196,26,4
Intra,55.3546110792249,26,5
Intra,51.2232235857019,26,6
Intra,59.8085515688378,26,7
Intra,67.2500046173389,26,8
Intra,49.8358553269,26,9
Intra,47.9193723377626,26,10
Intra,67.2500046173389,26,11
Intra,43.574079923555,26,12
Intra,45.0826309825022,26,13
Intra,49.4370636664112,26,14
Intra,43.4091240093959,26,15
Intra,43.0402385114118,26,16
Intra,45.1781150657334,26,17
Intra,53.5630251311727,26,18
Intra,63.9669082477293,26,19
Intra,45.1771677444641,26,20
Intra,49.4848388824281,26,21
Intra,63.9669082477293,26,22
Intra,90.6635558012724,6,1
Intra,98.7857805438245,6,2
Intra,98.6470106305709,6,3
Intra,124.453255812857,6,4
Intra,127.938053587011,6,5
Intra,98.8721796183774,6,6
Intra,102.534359710185,6,7
Intra,106.362618444629,6,8
Intra,110.291475821335,6,9
Intra,116.623122040522,6,10
Intra,100.433197412915,6,11
Intra,108.43905127128,6,12
Intra,108.278850133576,6,13
Intra,133.522339415566,6,14
Intra,134.815953637883,6,15
Intra,107.863248890129,6,16
Intra,111.599777788191,6,17
Intra,115.443348307054,6,18
Intra,119.414601818361,6,19
Intra,125.685604466247,6,20
Intra,69.0351858126658,5,1
Intra,76.9839204595387,5,2
Intra,52.0150982229068,5,3
Intra,54.9670740904106,5,4
Intra,63.88640114003,5,5
Intra,76.2344177221428,5,6
Intra,49.6681990802323,5,7
Intra,72.5054489757254,5,8
Intra,81.9915678984152,5,9
Intra,62.0210153542422,5,10
Intra,64.0471990970238,5,11
Intra,68.8317750885231,5,12
Intra,83.5781523821425,5,13
Intra,59.2582548156724,5,14
Intra,76.7867854624426,5,15
Intra,86.7295394976729,5,16
Intra,68.1972576272314,5,17
Intra,70.0380921324154,5,18
Intra,73.8579410366563,5,19
Intra,89.1777656196546,5,20
Intra,65.2495185183355,5,21
Intra,68.9066095549711,26,1
Intra,66.5101986851007,26,2
Intra,52.8779449688364,26,3
Intra,54.5355120519325,26,4
Intra,56.4120156402551,2,1
Intra,60.7662405566996,2,2
Intra,65.5269651197807,6,1
Intra,73.412479675355,6,1
Intra,73.0937886185517,6,2
Intra,74.1050907139271,6,3
Intra,69.4336407891858,6,4
Intra,69.6017976090345,6,5
Intra,70.8607496517912,6,6
Intra,52.5980450243127,6,7
Intra,53.2685204201386,6,8
Intra,80.3523981417923,6,9
Intra,74.2754884449669,6,10
Intra,70.3954552344227,18,1
Intra,70.553305527017,18,2
Intra,42.6614274718266,18,3
Intra,89.7661191411898,2,1
Intra,93.2083362079285,2,2
Intra,107.719329543673,6,1
Intra,103.490792102916,6,2
Intra,113.127664311083,6,3
Intra,104.292122938029,20,1
Intra,105.691464662668,20,2
Intra,131.279014514304,6,1
Intra,138.180403759202,6,2
Intra,128.304957932398,6,3
Intra,134.938338237466,6,4
Intra,110.445176544375,6,5
Intra,118.902179388164,6,6
Intra,122.291784540837,6,7
Intra,125.623208228592,6,8
Intra,129.06805857364,6,9
Intra,133.988871393454,6,10
Intra,132.574398810925,18,1
Intra,123.138687180735,18,2
Intra,127.453059019978,18,3
Intra,131.77785740272,18,4
Intra,104.443108827661,2,1
Intra,117.868189435108,2,2
Intra,109.410117541928,2,3
Intra,122.862560666634,2,4
