Condition,GammaAmp,Subject,Pair
Intra,0.237184432439828,18,1
Intra,0.264966099562793,18,2
Intra,0.174931352110006,18,3
Intra,0.320324362638321,18,4
Intra,0.274155772688336,18,5
Intra,0.240718564982188,18,6
Intra,0.293732559535728,18,7
Intra,0.247590085259616,18,8
Intra,0.263428274017588,18,9
Intra,0.196061820700997,21,1
Intra,0.169189953882896,21,2
Intra,0.362699625616677,23,1
Intra,0.332235714954262,23,2
Intra,0.287672746203197,23,3
Intra,0.319127142127363,23,4
Intra,0.168321226273712,24,1
Intra,0.10093043264562,24,2
Intra,0.202627274070117,24,3
Intra,0.13766782347018,24,4
Intra,0.149133274478551,24,5
Intra,0.102493370618881,24,6
Intra,0.179040998200387,24,7
Intra,0.154139691788662,24,8
Intra,0.193053698988358,24,9
Intra,0.142055442890021,24,10
Intra,0.226098056810607,24,11
Intra,0.167020417162962,24,12
Intra,0.18091673041316,24,13
Intra,0.125550729954542,24,14
Intra,0.171200621621359,24,15
Intra,0.116377121546432,24,16
Intra,0.250523208142436,24,17
Intra,0.188737690277178,24,18
Intra,0.194155812801078,24,19
Intra,0.110742056858059,24,20
Intra,0.203378151101263,24,21
Intra,0.135498602815824,24,22
Intra,0.316091397317047,25,1
Intra,0.29995366940755,25,2
Intra,0.279559594459995,25,3
Intra,0.253463972499399,25,4
Intra,0.277356815669013,25,5
Intra,0.309353356411099,25,6
Intra,0.299290455772166,25,7
Intra,0.315694785239246,25,8
Intra,0.333422262050745,25,9
Intra,0.27083280583281,25,10
Intra,0.356611941078068,25,11
Intra,0.301661925515032,25,12
Intra,0.293671868327343,25,13
Intra,0.33150982671613,25,14
Intra,0.316882014905607,25,15
Intra,0.326744312873915,25,16
Intra,0.283607239265753,25,17
Intra,0.275780873132808,25,18
Intra,0.345748834055613,25,19
Intra,0.299239369512184,25,20
Intra,0.323410887657136,25,21
Intra,0.306096926979794,25,22
Intra,0.311697131296653,25,23
Intra,0.318986240633974,25,24
Intra,0.294079084966065,25,25
Intra,0.289839547246422,6,1
Intra,0.218995013633353,6,2
Intra,0.291726749053193,6,3
Intra,0.252999169163321,6,4
Intra,0.225022086394927,6,5
Intra,0.248605711423467,6,6
Intra,0.314353474365516,6,7
Intra,0.192952903659507,6,8
Intra,0.28888821413568,6,9
Intra,0.282983935954934,10,1
Intra,0.292905456129926,10,2
Intra,0.26541004796785,10,3
Intra,0.0993421216142433,10,4
Intra,0.264474721266391,10,5
Intra,0.252880413970337,10,6
Intra,0.267231447692044,10,7
Intra,0.365292484965885,20,1
Intra,0.304967219080778,20,2
Intra,0.281067792016978,20,3
Intra,0.272300879343884,20,4
Intra,0.267064062106704,20,5
Intra,0.227687749489476,20,6
Intra,0.313839691017565,25,1
Intra,0.286836452509277,25,2
Intra,0.301372433833477,25,3
Intra,0.320021325273305,25,4
Intra,0.322023924709526,25,5
Intra,0.15693576261638,3,1
Intra,0.145580951186734,3,2
Intra,0.190607155943861,3,3
Intra,0.149924847146244,3,4
Intra,0.178377836017805,3,5
Intra,0.161825474126765,3,6
Intra,0.150885930506954,3,7
Intra,0.155263776042614,3,8
Intra,0.132236256564827,3,9
Intra,0.0825383372964646,3,10
Intra,0.244781010725269,3,11
Intra,0.221690696249172,3,12
Intra,0.120751396054757,3,13
Intra,0.135957330179998,3,14
Intra,0.155745015604729,3,15
Intra,0.1259898109569,3,16
Intra,0.239529660225389,3,17
Intra,0.206130787792146,3,18
Intra,0.201474184316542,3,19
Intra,0.204851156100172,3,20
Intra,0.167352964177174,6,1
Intra,0.20578319662867,6,2
Intra,0.309119936298139,6,3
Intra,0.202077944593304,6,4
Intra,0.313098342921023,6,5
Intra,0.278892141032895,6,6
Intra,0.222201097888616,6,7
Intra,0.313922196198721,6,8
Intra,0.298474473748087,6,9
Intra,0.205417895461979,6,10
Intra,0.197964942653649,6,11
Intra,0.230347276477155,6,12
Intra,0.278412679646485,6,13
Intra,0.283925586906963,6,14
Intra,0.277103994381087,6,15
Intra,0.238792315991708,6,16
Intra,0.255226912765305,6,17
Intra,0.264924641635628,6,18
Intra,0.308291182382479,6,19
Intra,0.216978918036097,6,20
Intra,0.17309182935687,6,21
Intra,0.246616574799738,6,22
Intra,0.30519301352577,6,23
Intra,0.220815178169494,6,24
Intra,0.28925391248287,6,25
Intra,0.322572197072092,6,26
Intra,0.307833492051309,6,27
Intra,0.291165276297384,6,28
Intra,0.299661088626559,6,29
Intra,0.220692515475738,6,30
Intra,0.239443783585447,8,1
Intra,0.24538539549992,8,2
Intra,0.202748257511483,8,3
Intra,0.21660540510515,8,4
Intra,0.243874975911172,8,5
Intra,0.217538437077465,8,6
Intra,0.163605895925588,8,7
Intra,0.176573801844004,8,8
Intra,0.296349860471052,9,1
Intra,0.272817090193955,9,2
Intra,0.308172703688747,10,1
Intra,0.261774112279388,10,2
Intra,0.257795120496076,10,3
Intra,0.317843977747361,10,4
Intra,0.310102842790899,10,5
Intra,0.235900372083308,10,6
Intra,0.274346906547252,10,7
Intra,0.261696385994778,10,8
Intra,0.281585736562581,10,9
Intra,0.227828530368312,10,10
Intra,0.216732679288014,10,11
Intra,0.288588736034198,10,12
Intra,0.326400721585422,10,13
Intra,0.275071492355442,10,14
Intra,0.217827808454705,10,15
Intra,0.256499395297167,10,16
Intra,0.303073318417573,10,17
Intra,0.290357120117825,10,18
Intra,0.340061435493475,10,19
Intra,0.310654359831169,10,20
Intra,0.282496803865278,10,21
Intra,0.178570181337783,10,22
Intra,0.133047660306412,10,23
Intra,0.0844907777415417,10,24
Intra,0.133346804415107,10,25
Intra,0.129466618145968,10,26
Intra,0.0859251038316172,10,27
Intra,0.0964508807162519,10,28
Intra,0.274389278952825,10,29
Intra,0.280366283182456,10,30
Intra,0.247945873197424,10,31
Intra,0.215142717959417,10,32
Intra,0.300374636524255,10,33
Intra,0.308959590056216,10,34
Intra,0.26593405521697,10,35
Intra,0.226010899143587,10,36
Intra,0.242809854496298,10,37
Intra,0.225722854229433,10,38
Intra,0.202719212230518,10,39
Intra,0.222045577055774,10,40
Intra,0.245075961223922,10,41
Intra,0.228424401021332,10,42
Intra,0.223297131014668,10,43
Intra,0.307424650772473,10,44
Intra,0.224072129311634,10,45
Intra,0.213016374073981,10,46
Intra,0.251289611963526,10,47
Intra,0.279216811390214,10,48
Intra,0.216066100495098,10,49
Intra,0.252936553704988,11,1
Intra,0.261989400329461,11,2
Intra,0.257819966358707,11,3
Intra,0.233229458860077,11,4
Intra,0.283239519123242,11,5
Intra,0.265448260572773,12,1
Intra,0.260414820191586,12,2
Intra,0.271661823756808,12,3
Intra,0.295350901821627,12,4
Intra,0.248008433453518,12,5
Intra,0.297482004509826,12,6
Intra,0.219889877632783,12,7
Intra,0.310997517230503,12,8
Intra,0.314317124072159,12,9
Intra,0.274553939767701,12,10
Intra,0.310143937774834,12,11
Intra,0.263639356079205,12,12
Intra,0.316410857573918,12,13
Intra,0.277229213500229,12,14
Intra,0.337187419099966,12,15
Intra,0.327198355040289,12,16
Intra,0.413147920224789,12,17
Intra,0.383946286479093,12,18
Intra,0.318542103534517,12,19
Intra,0.378910779251587,12,20
Intra,0.319346247667193,12,21
Intra,0.260383016183636,13,1
Intra,0.225030041270064,13,2
Intra,0.253322458713294,13,3
Intra,0.305383491088565,13,4
Intra,0.284543360543249,13,5
Intra,0.284297006581232,13,6
Intra,0.274162112308791,13,7
Intra,0.223733692837636,13,8
Intra,0.269246925367519,13,9
Intra,0.315123967998109,13,10
Intra,0.301200253416297,13,11
Intra,0.275900614868927,13,12
Intra,0.285530987426839,13,13
Intra,0.21841062461011,13,14
Intra,0.261384966837636,13,15
Intra,0.293742474691203,13,16
Intra,0.300739166659461,13,17
Intra,0.264262104037566,13,18
Intra,0.256705753045967,13,19
Intra,0.198844887864031,13,20
Intra,0.251702038802043,13,21
Intra,0.243887533859865,13,22
Intra,0.293158754288392,13,23
Intra,0.321047469442731,13,24
Intra,0.286866725800934,13,25
Intra,0.188560987027215,13,26
Intra,0.246239129728643,13,27
Intra,0.313741330007535,13,28
Intra,0.306833989819116,13,29
Intra,0.317773080667083,13,30
Intra,0.25836652549022,13,31
Intra,0.194421233967108,13,32
Intra,0.234425937497252,13,33
Intra,0.283079825402159,13,34
Intra,0.258775643035841,13,35
Intra,0.274380578392679,13,36
Intra,0.276781755443729,13,37
Intra,0.236340596281909,13,38
Intra,0.290290996401388,13,39
Intra,0.278741760855972,13,40
Intra,0.270768593825616,13,41
Intra,0.281554132374166,13,42
Intra,0.284440457214841,13,43
Intra,0.208780536334331,13,44
Intra,0.225122525976169,13,45
Intra,0.32092283248859,13,46
Intra,0.273450616956802,13,47
Intra,0.286568859755641,13,48
Intra,0.255428915774889,13,49
Intra,0.225123436991015,13,50
Intra,0.263080818695067,13,51
Intra,0.341358946195913,13,52
Intra,0.297520689889009,13,53
Intra,0.275922098528896,13,54
Intra,0.260853254169624,17,1
Intra,0.251359842053592,17,2
Intra,0.270524962071675,17,3
Intra,0.25634166205149,17,4
Intra,0.225969744337806,17,5
Intra,0.251357027730184,17,6
Intra,0.23645055738618,17,7
Intra,0.229534828974816,17,8
Intra,0.246408121917916,17,9
Intra,0.265007458491892,17,10
Intra,0.214643213391072,17,11
Intra,0.313636542475936,17,12
Intra,0.109597057851896,18,1
Intra,0.241431189101172,18,2
Intra,0.226996338832736,18,3
Intra,0.226271860520604,18,4
Intra,0.0817046867505087,18,5
Intra,0.245796706784176,18,6
Intra,0.286789827632743,18,7
Intra,0.360514087696338,18,8
Intra,0.070923479261138,18,9
Intra,0.262142305251596,18,10
Intra,0.310378586237895,18,11
Intra,0.337486260246583,18,12
Intra,0.115766801804331,22,1
Intra,0.284232012834803,22,2
Intra,0.307606567573953,22,3
Intra,0.263573970459672,22,4
Intra,0.119568403943492,22,5
Intra,0.337862780436883,22,6
Intra,0.327129933061721,22,7
Intra,0.284207115197158,22,8
Intra,0.139215044597923,22,9
Intra,0.33886823050986,22,10
Intra,0.316065043708654,22,11
Intra,0.23710373749683,22,12
Intra,0.0901862151096493,22,13
Intra,0.33954236659039,22,14
Intra,0.254330965640141,22,15
Intra,0.264954598057123,22,16
Intra,0.249053356512397,22,17
Intra,0.196689673909784,22,18
Intra,0.203697860660363,22,19
Intra,0.161732474246096,22,20
Intra,0.282238346940091,23,1
Intra,0.29886242849861,23,2
Intra,0.315978556492013,23,3
Intra,0.321038237026634,23,4
Intra,0.168357565280512,24,1
Intra,0.254321966039789,24,2
Intra,0.270706352233502,24,3
Intra,0.271184536419619,24,4
Intra,0.225003163702771,24,5
Intra,0.234847451935326,24,6
Intra,0.227362410680648,24,7
Intra,0.233433990247197,24,8
Intra,0.325597717369973,24,9
Intra,0.282870198020658,24,10
Intra,0.331855586066006,24,11
Intra,0.299285355939571,24,12
Intra,0.278964254280862,24,13
Intra,0.276470986039059,24,14
Intra,0.226768720474336,24,15
Intra,0.267753021970552,24,16
Intra,0.23964774813628,24,17
Intra,0.267232529538099,24,18
Intra,0.281102199314644,24,19
Intra,0.267553776641209,24,20
Intra,0.279223744871306,24,21
Intra,0.199738493569597,24,22
Intra,0.280233079217063,24,23
Intra,0.243507323762274,24,24
Intra,0.235388408631629,24,25
Intra,0.285915369784675,24,26
Intra,0.297674454550406,24,27
Intra,0.302770995405034,24,28
Intra,0.232774952653057,24,29
Intra,0.32158465630849,24,30
Intra,0.281682369033126,24,31
Intra,0.302611976151482,24,32
Intra,0.325166560814945,24,33
Intra,0.293655778925749,24,34
Intra,0.31867983542308,24,35
Intra,0.256329164283854,24,36
Intra,0.322649401745414,24,37
Intra,0.281906661839125,24,38
Intra,0.290413145615697,24,39
Intra,0.310217600879976,24,40
Intra,0.232894972010463,24,41
Intra,0.275536950988245,24,42
Intra,0.190158903291923,24,43
Intra,0.29791038976523,24,44
Intra,0.281986123453331,24,45
Intra,0.279660246033564,24,46
Intra,0.27936069970878,24,47
Intra,0.227762417737712,24,48
Intra,0.267618103067729,24,49
Intra,0.206539619469479,24,50
Intra,0.276836879934778,24,51
Intra,0.266057387131346,24,52
Intra,0.252484607221698,24,53
Intra,0.317690540288575,24,54
Intra,0.245951563432556,24,55
Intra,0.251663514213155,24,56
Intra,0.217432819407714,24,57
Intra,0.286486182918219,24,58
Intra,0.270524883061105,24,59
Intra,0.285361829374058,24,60
Intra,0.316026797675065,24,61
Intra,0.262227753125889,24,62
Intra,0.286101968464538,24,63
Intra,0.233137392205916,24,64
Intra,0.274923116658217,24,65
Intra,0.292980906818615,24,66
Intra,0.297610512907766,24,67
Intra,0.294649711128096,24,68
Intra,0.273276150584075,24,69
Intra,0.272571742412522,24,70
Intra,0.232188993428949,24,71
Intra,0.317016734866562,24,72
Intra,0.31349545322981,24,73
Intra,0.313254148916513,24,74
Intra,0.277897456247746,24,75
Intra,0.264363472730955,24,76
Intra,0.258722898942781,24,77
Intra,0.283726294207561,25,1
Intra,0.328286515942687,25,2
Intra,0.324935541299706,25,3
Intra,0.299544974894955,25,4
Intra,0.321009179190485,25,5
Intra,0.285852972074607,25,6
Intra,0.285279693856732,25,7
Intra,0.279831572643553,25,8
Intra,0.296503214570167,25,9
Intra,0.333856475966433,25,10
Intra,0.276097159879418,25,11
Intra,0.285099946866255,25,12
Intra,0.300573966601209,25,13
Intra,0.314080809511805,25,14
Intra,0.317745085251003,25,15
Intra,0.313014487029249,25,16
Intra,0.304698322130626,25,17
Intra,0.308045479561703,25,18
Intra,0.334650563559812,25,19
Intra,0.311013545847357,25,20
Intra,0.27912834278346,25,21
Intra,0.298290476821121,25,22
Intra,0.296697879414131,25,23
Intra,0.269914581241522,25,24
Intra,0.293055230549163,25,25
Intra,0.315238640527083,25,26
Intra,0.339696878608024,25,27
Intra,0.323009900487417,25,28
Intra,0.320409599717898,25,29
Intra,0.272436428833811,25,30
Intra,0.0865445903827579,3,1
Intra,0.143494171264496,3,2
Intra,0.208985191098112,8,1
Intra,0.226131389207405,8,2
Intra,0.212907459025808,8,3
Intra,0.209379869412346,8,4
Intra,0.202245659075868,8,5
Intra,0.157704557110317,8,6
Intra,0.24106365082045,8,7
Intra,0.300900254110096,9,1
Intra,0.254744351472309,10,1
Intra,0.236316042181134,10,2
Intra,0.209624708328176,10,3
Intra,0.147883215373143,10,4
Intra,0.244088432878582,10,5
Intra,0.253218972679537,10,6
Intra,0.207609856005048,10,7
Intra,0.285829382870675,10,8
Intra,0.144848086781048,10,9
Intra,0.25252915452935,10,10
Intra,0.332564700731003,10,11
Intra,0.318795040604546,10,12
Intra,0.225622895655352,10,13
Intra,0.252576018199631,10,14
Intra,0.220618874312437,10,15
Intra,0.138564385149127,10,16
Intra,0.21455652601459,10,17
Intra,0.198229867337527,10,18
Intra,0.22526323805403,10,19
Intra,0.327769543237505,10,20
Intra,0.203317606283477,10,21
Intra,0.272562101124517,10,22
Intra,0.269014117156104,10,23
Intra,0.289330851713611,10,24
Intra,0.26706691310978,10,25
Intra,0.253963628016599,10,26
Intra,0.216258375629636,10,27
Intra,0.181494550582638,10,28
Intra,0.211122868744523,10,29
Intra,0.232058050406554,10,30
Intra,0.214563518653791,10,31
Intra,0.311465811766886,10,32
Intra,0.1903624566219,10,33
Intra,0.271878072738017,10,34
Intra,0.302620734718793,10,35
Intra,0.339593187958512,10,36
Intra,0.107083410077511,10,37
Intra,0.0802363981840468,10,38
Intra,0.0666582149065325,10,39
Intra,0.0975145640888606,10,40
Intra,0.0999010470526947,10,41
Intra,0.102543284817,10,42
Intra,0.104008418280224,10,43
Intra,0.134947130261989,10,44
Intra,0.097193321838601,10,45
Intra,0.0834979057740806,10,46
Intra,0.119779519546819,10,47
Intra,0.0608914118308151,10,48
Intra,0.298863695905331,10,49
Intra,0.206736850468907,10,50
Intra,0.223770329168866,10,51
Intra,0.140253925002203,10,52
Intra,0.174710425566286,10,53
Intra,0.2086413624089,10,54
Intra,0.228590079925263,10,55
Intra,0.274879854506376,10,56
Intra,0.186639276399579,10,57
Intra,0.277087334394235,10,58
Intra,0.253180404509541,10,59
Intra,0.333868659769095,10,60
Intra,0.227928625080558,10,61
Intra,0.228571404494488,10,62
Intra,0.236215354314387,10,63
Intra,0.207891024252705,10,64
Intra,0.155694287555843,10,65
Intra,0.206165894265409,10,66
Intra,0.203892098347891,10,67
Intra,0.255966808645917,10,68
Intra,0.216886734994422,10,69
Intra,0.309040057657894,10,70
Intra,0.249089138695705,10,71
Intra,0.285793396804732,10,72
Intra,0.238683687828253,10,73
Intra,0.261001342244448,10,74
Intra,0.24928507509606,10,75
Intra,0.177347138787636,10,76
Intra,0.205222834487377,10,77
Intra,0.177284820500192,10,78
Intra,0.215242511109782,10,79
Intra,0.279970136407264,10,80
Intra,0.207206833195033,10,81
Intra,0.325935805788624,10,82
Intra,0.266829089830369,10,83
Intra,0.305430423126794,10,84
Intra,0.265004919733526,11,1
Intra,0.310894391439051,11,2
Intra,0.171674791706099,11,3
Intra,0.29328723199907,11,4
Intra,0.268198335342802,11,5
Intra,0.28130066087947,11,6
Intra,0.288185546635369,11,7
Intra,0.27496034145317,11,8
Intra,0.316487981976318,11,9
Intra,0.33519369639678,11,10
Intra,0.130726268063305,11,11
Intra,0.34438773747258,11,12
Intra,0.240480355542069,11,13
Intra,0.298146203305746,11,14
Intra,0.306177911954274,11,15
Intra,0.272009239951221,11,16
Intra,0.325552342201421,11,17
Intra,0.373892321014985,11,18
Intra,0.15077832429234,11,19
Intra,0.362836319716544,11,20
Intra,0.302391740636945,11,21
Intra,0.337016434256147,11,22
Intra,0.292164703048927,11,23
Intra,0.309865567155298,11,24
Intra,0.304177450180333,11,25
Intra,0.321757357404196,11,26
Intra,0.151583229350908,11,27
Intra,0.318123374486236,11,28
Intra,0.304644540278997,11,29
Intra,0.315734198205435,11,30
Intra,0.279420736498255,11,31
Intra,0.283628504714713,11,32
Intra,0.30192233949478,11,33
Intra,0.319125948869312,11,34
Intra,0.15665604966309,11,35
Intra,0.343411898997581,11,36
Intra,0.304650413205482,11,37
Intra,0.338737454965384,11,38
Intra,0.278482873969357,11,39
Intra,0.259217650333727,11,40
Intra,0.310313079915435,12,1
Intra,0.339224541321988,12,2
Intra,0.339806176503072,12,3
Intra,0.296718608779027,13,1
Intra,0.24197785988848,13,2
Intra,0.265793019532995,13,3
Intra,0.287397522267897,13,4
Intra,0.304947430553851,13,5
Intra,0.277846250876422,13,6
Intra,0.310932533252923,13,7
Intra,0.307514588134679,13,8
Intra,0.316459588140716,13,9
Intra,0.293205518983606,13,10
Intra,0.252469776594699,13,11
Intra,0.243880184861001,13,12
Intra,0.29838340359795,13,13
Intra,0.257335195612897,13,14
Intra,0.265511132824649,13,15
Intra,0.302985854138585,13,16
Intra,0.294833027100008,13,17
Intra,0.269874694722116,13,18
Intra,0.278982946012288,13,19
Intra,0.263329094120832,13,20
Intra,0.286581663754622,13,21
Intra,0.268578927702011,13,22
Intra,0.258535022050789,13,23
Intra,0.255892833542012,13,24
Intra,0.290185787727648,13,25
Intra,0.293388483908053,13,26
Intra,0.285592295528243,13,27
Intra,0.283056382656363,13,28
Intra,0.319073047441503,13,29
Intra,0.279504236104867,13,30
Intra,0.283038309942736,13,31
Intra,0.293762958037953,13,32
Intra,0.328271548425336,13,33
Intra,0.284589980070872,13,34
Intra,0.298569973796791,13,35
Intra,0.289131818109761,13,36
Intra,0.317985920457562,23,1
Intra,0.27344966399646,24,1
Intra,0.243779209932407,24,2
Intra,0.250496056145577,24,3
Intra,0.302027234481605,24,4
Intra,0.308002633649671,24,5
Intra,0.284093287167133,24,6
Intra,0.280091907116122,24,7
Intra,0.304831903043288,24,8
Intra,0.265250135253738,24,9
Intra,0.25457953585901,24,10
Intra,0.289518558648768,24,11
Intra,0.253934864778133,24,12
Intra,0.289353018000634,24,13
Intra,0.259195086179905,24,14
Intra,0.272248467046941,24,15
Intra,0.27255533690454,24,16
Intra,0.306250722770094,24,17
Intra,0.29240646268491,24,18
Intra,0.325257573838542,24,19
Intra,0.310041834248903,24,20
Intra,0.28416399094227,24,21
Intra,0.269252872636728,24,22
Intra,0.282780657329903,24,23
Intra,0.312974853390338,24,24
Intra,0.278619863283084,24,25
Intra,0.27325572153474,24,26
Intra,0.290148351683813,24,27
Intra,0.277857565164155,24,28
Intra,0.291609472765338,24,29
Intra,0.285203397336771,24,30
Intra,0.258766816923638,24,31
Intra,0.293528512830199,24,32
Intra,0.300357818446767,24,33
Intra,0.285616244236886,24,34
Intra,0.280247479693787,24,35
Intra,0.313784139576574,24,36
Intra,0.322617116999617,24,37
Intra,0.297947811881533,24,38
Intra,0.269292399298878,24,39
Intra,0.315944210337274,24,40
Intra,0.289282444609492,24,41
Intra,0.299129140133595,24,42
Intra,0.27048671070819,24,43
Intra,0.299760561762475,24,44
Intra,0.289494034825579,25,1
Intra,0.343166283042987,25,2
Intra,0.296295528188128,25,3
Intra,0.330245653380513,25,4
Intra,0.336581802644083,25,5
Intra,0.301831257608657,25,6
Intra,0.324717388101239,25,7
Intra,0.321633005068765,25,8
Intra,0.308885773594561,25,9
Intra,0.348716229693682,25,10
Intra,0.276046374909625,6,1
Intra,0.300798429251788,6,2
Intra,0.297674248310467,20,1
Intra,0.230322832035715,20,2
Intra,0.234716478553669,20,3
Intra,0.285763103833608,6,1
Intra,0.303370326332589,6,2
Intra,0.268332020358922,6,1
Intra,0.263157556978497,6,2
Intra,0.25443739090499,6,3
Intra,0.250989250736901,6,4
Intra,0.268169995221412,6,5
Intra,0.195301873986775,6,6
Intra,0.205849142039998,6,7
Intra,0.193366401096266,6,8
Intra,0.327634016304089,6,9
Intra,0.17573223349225,6,10
Intra,0.310511688355248,6,11
Intra,0.290916894809709,6,12
Intra,0.272187836998569,6,13
Intra,0.283590389971281,6,14
Intra,0.308733023480884,6,15
Intra,0.209361319026065,6,16
Intra,0.219952447367171,6,17
Intra,0.223500747571592,6,18
Intra,0.267886881946394,6,19
Intra,0.176810497822879,6,20
Intra,0.271763458010631,27,1
Intra,0.30070742321839,27,2
Intra,0.136769268593889,27,3
Intra,0.306733813823073,5,1
Intra,0.372377706102112,5,2
Intra,0.279691672526604,5,3
Intra,0.353196350444132,5,4
Intra,0.340926710707336,5,5
Intra,0.255395459107271,5,6
Intra,0.251724540181778,6,1
Intra,0.198740380515313,6,2
Intra,0.262302597287661,6,3
Intra,0.317320008294308,6,4
Intra,0.198568505539948,6,5
Intra,0.343553486815152,6,6
Intra,0.285866664960327,20,1
Intra,0.222251884810734,20,2
Intra,0.331705689056809,20,3
Intra,0.291132450521316,20,4
Intra,0.288506859618465,20,5
Intra,0.273088781705983,20,6
Intra,0.267043699587964,26,1
Intra,0.252656798089048,26,2
Intra,0.223474867531442,26,3
Intra,0.230195819561478,26,4
Intra,0.257121956357747,26,5
Intra,0.224493073330073,26,6
Intra,0.251152600093939,26,7
Intra,0.262672344161145,26,8
Intra,0.271038442473739,26,9
Intra,0.243697108756581,26,10
Intra,0.219798686214423,26,11
Intra,0.157224826203985,26,12
Intra,0.110943635316281,26,13
Intra,0.123840692293508,26,14
Intra,0.112323077023956,26,15
Intra,0.109071720303967,26,16
Intra,0.15176961116824,26,17
Intra,0.110216301340332,26,18
Intra,0.0894547161823873,26,19
Intra,0.129907309199061,26,20
Intra,0.143166043129421,26,21
Intra,0.139762837072396,26,22
Intra,0.161077598362536,6,1
Intra,0.260205834044921,6,2
Intra,0.26352723277029,6,3
Intra,0.240265442018291,6,4
Intra,0.281834250243968,6,5
Intra,0.2110214258565,6,6
Intra,0.27650907314562,6,7
Intra,0.262386204131184,6,8
Intra,0.311794555051406,6,9
Intra,0.205659401685724,6,10
Intra,0.182104365532655,6,11
Intra,0.266045461212833,6,12
Intra,0.253110682521484,6,13
Intra,0.229887419754398,6,14
Intra,0.29090537470716,6,15
Intra,0.275746024597877,6,16
Intra,0.287877002422134,6,17
Intra,0.3082472124992,6,18
Intra,0.292452706494681,6,19
Intra,0.242859697818915,6,20
Intra,0.296979853640092,5,1
Intra,0.326192411350533,5,2
Intra,0.262314251121998,5,3
Intra,0.342532609448478,5,4
Intra,0.321158006291186,5,5
Intra,0.23542448728784,5,6
Intra,0.140038458851082,5,7
Intra,0.254788043033612,5,8
Intra,0.279032583648788,5,9
Intra,0.280252689202637,5,10
Intra,0.309390677643951,5,11
Intra,0.33840905275562,5,12
Intra,0.244416378172756,5,13
Intra,0.14293267504653,5,14
Intra,0.281321050097483,5,15
Intra,0.265231581072221,5,16
Intra,0.259379935997176,5,17
Intra,0.284630026633998,5,18
Intra,0.275681422094214,5,19
Intra,0.246217632190415,5,20
Intra,0.135057094756467,5,21
Intra,0.274766161940744,26,1
Intra,0.27193426894681,26,2
Intra,0.0940742817661832,26,3
Intra,0.12115145093967,26,4
Intra,0.263834443367061,2,1
Intra,0.248330996923881,2,2
Intra,0.303237472141928,6,1
Intra,0.313344557679865,6,1
Intra,0.27359007168085,6,2
Intra,0.237044360480357,6,3
Intra,0.316891311066474,6,4
Intra,0.250140207543611,6,5
Intra,0.204286085792475,6,6
Intra,0.174315870788566,6,7
Intra,0.179507755880208,6,8
Intra,0.306303675953311,6,9
Intra,0.164964767460382,6,10
Intra,0.283763475293308,18,1
Intra,0.35603714460319,18,2
Intra,0.309924293633784,18,3
Intra,0.335219766661592,2,1
Intra,0.380350384550194,2,2
Intra,0.259428374028696,6,1
Intra,0.180594541923814,6,2
Intra,0.290952119809284,6,3
Intra,0.319751004129594,20,1
Intra,0.338757926646138,20,2
Intra,0.188304670591939,6,1
Intra,0.265654637011587,6,2
Intra,0.30393733234265,6,3
Intra,0.233883756273324,6,4
Intra,0.316143335993665,6,5
Intra,0.245955572612702,6,6
Intra,0.297944970646443,6,7
