Condition,GammaAmp,Subject,Pair
Intra,-0.00415100540289258,22,14
Intra,0.00144015482352362,22,15
Intra,0.00922113196994955,22,16
Intra,0.407336779840457,22,17
Intra,0.0397029128288335,22,18
Intra,-0.00535067817889016,22,19
Intra,0.118341621252719,22,20
Intra,-0.0123383449783536,23,1
Intra,0.00250191646259734,23,2
Intra,1.74810614094278e-05,23,3
Intra,0.0211399260483073,23,4
Intra,-0.0467478008509738,24,1
Intra,0.00680519805654765,24,2
Intra,-0.00871932568296251,24,3
Intra,-0.0047590872826657,24,4
Intra,0.0210854500794425,24,5
Intra,-0.0133980671747625,24,6
Intra,0.0301014538288104,24,7
Intra,-0.0349343530426907,24,8
Intra,-0.00614737755685895,24,9
Intra,-0.0225275361100086,24,10
Intra,-0.0230068210558146,24,11
Intra,0.0201431544816353,24,12
Intra,-0.0137673537096089,24,13
Intra,0.0303678573182674,24,14
Intra,0.00183423474952091,24,15
Intra,0.00137118013543328,24,16
Intra,0.00405940952818792,24,17
Intra,-0.00344198767849045,24,18
Intra,0.0238969331393437,24,19
Intra,-0.0049684497308287,24,20
Intra,0.0216883047311335,24,21
Intra,-0.0159889967371073,24,22
Intra,-0.00175011311126902,24,23
Intra,0.0061958022900407,24,24
Intra,-0.00793638142273652,24,25
Intra,0.012818855300124,24,26
Intra,-0.0161594035809416,24,27
Intra,0.0359296526848095,24,28
Intra,-0.00857503154989561,24,29
Intra,0.000951968725559153,24,30
Intra,0.0466903359420492,24,31
Intra,-0.00480354702089289,24,32
Intra,0.00839634613529134,24,33
Intra,-0.0200694982872206,24,34
Intra,0.00904421874179659,24,35
Intra,0.030196802274474,24,36
Intra,0.00992732110392234,24,37
Intra,0.0185226116023132,24,38
Intra,0.0170134311535353,24,39
Intra,0.0351739685687947,24,40
Intra,0.0170885420520989,24,41
Intra,0.0074875448161473,24,42
Intra,-0.0133495500638711,24,43
Intra,0.0335511266236957,24,44
Intra,0.0200189490908276,24,45
Intra,-0.00972492645453933,24,46
Intra,0.0156634646792067,24,47
Intra,0.000819512795539803,24,48
Intra,0.0510239601742244,24,49
Intra,0.0428989408805853,24,50
Intra,0.0245584705968734,24,51
Intra,0.0622988606781155,24,52
Intra,0.00560857605407605,24,53
Intra,-0.00363617017878246,24,54
Intra,0.00191066185212122,24,55
Intra,0.0385991619604266,24,56
Intra,0.0369261199343451,24,57
Intra,0.00383720834079015,24,58
Intra,0.0120726860952457,24,59
Intra,-0.0040910381933805,24,60
Intra,0.0599546676119292,24,61
Intra,0.0167681719578967,24,62
Intra,-0.00638410178601903,24,63
Intra,0.0185119310055726,24,64
Intra,0.0209026121904132,24,65
Intra,-0.00397814039895392,24,66
Intra,-0.00793509414958905,24,67
Intra,-0.0103249163889233,24,68
Intra,0.00310043065212793,24,69
Intra,-5.85973292324735e-06,24,70
Intra,0.00200118622159404,24,71
Intra,-0.00843834713778231,24,72
Intra,0.0137776548518188,24,73
Intra,0.00368395209970166,24,74
Intra,0.0144516419077725,24,75
Intra,-0.0228127784253393,24,76
Intra,0.0120498380242377,24,77
Intra,-0.0648581334058046,25,1
Intra,-0.0233244036520538,25,2
Intra,0.0407036074038488,25,3
Intra,0.00598775087254143,25,4
Intra,0.0104016335484367,25,5
Intra,0.0103725345346708,25,6
Intra,0.0363519532945504,25,7
Intra,0.0145209279139165,25,8
Intra,0.00517530619293923,25,9
Intra,-0.00735864771584713,25,10
Intra,0.0640810772658703,25,11
Intra,0.0527431205005116,25,12
Intra,-0.0360576872600901,25,13
Intra,0.00752525358012171,25,14
Intra,-0.0606403162596719,25,15
Intra,0.00903689564258985,25,16
Intra,-0.0229296820421054,25,17
Intra,0.0132448073328953,25,18
Intra,-0.0500974884218986,25,19
Intra,-0.0244196755373601,25,20
Intra,-0.0168140468985565,25,21
Intra,-0.0309121967540588,25,22
Intra,-0.0466702726166951,25,23
Intra,0.0240315168917365,25,24
Intra,0.00788501777933346,25,25
Intra,0.00966416809019902,25,26
Intra,-0.0287240464969877,25,27
Intra,-0.0197062625525101,25,28
Intra,-0.0357575802405367,25,29
Intra,-0.0212962638925406,25,30
Intra,-0.00387313692519236,3,1
Intra,-0.001993147404733,3,2
Intra,-0.0274006921049976,8,1
Intra,-0.00945967109814047,8,2
Intra,-0.0247383986247723,8,3
Intra,0.0255666924565381,8,4
Intra,-0.0257047705350964,8,5
Intra,0.0126523855861403,8,6
Intra,-0.011533588076165,8,7
Intra,0.000989662210042568,9,1
Intra,-0.0273194074290058,10,1
Intra,-0.0050877143567636,10,2
Intra,0.00154594755808234,10,3
Intra,-0.0195011885363833,10,4
Intra,0.0116827890211429,10,5
Intra,-0.00568526519538688,10,6
Intra,-0.00262064143453077,10,7
Intra,0.00130719374707361,10,8
Intra,0.00509843644509968,10,9
Intra,-0.00328778685932624,10,10
Intra,0.0188187304249517,10,11
Intra,0.0423362328138202,10,12
Intra,-0.0125308970324384,10,13
Intra,-0.0155605534277832,10,14
Intra,0.0128675395753255,10,15
Intra,0.000464866904948786,10,16
Intra,0.00471449346314071,10,17
Intra,-0.00236806196929182,10,18
Intra,5.28310328008952e-05,10,19
Intra,0.00999775603637127,10,20
Intra,-0.00271515494813083,10,21
Intra,0.0178120386125345,10,22
Intra,-0.00124442858633416,10,23
Intra,0.00554355555931721,10,24
Intra,0.0120609460885765,10,25
Intra,0.00452372505731462,10,26
Intra,0.00909639092628305,10,27
Intra,-0.0162186021188239,10,28
Intra,0.00781540609507957,10,29
Intra,-0.00897569698216995,10,30
Intra,0.0283354571461311,10,31
Intra,-0.0133527697538141,10,32
Intra,0.0235544546410672,10,33
Intra,0.01225861929473,10,34
Intra,0.0132798415390981,10,35
Intra,-0.00921212193787799,10,36
Intra,0.0032148356023577,10,37
Intra,0.0127659095458653,10,38
Intra,0.00528637529441765,10,39
Intra,0.0264317276291536,10,40
Intra,0.0228072281549961,10,41
Intra,0.00746910402602701,10,42
Intra,0.0145302839778598,10,43
Intra,0.0187255210867996,10,44
Intra,-0.00894973735349902,10,45
Intra,-0.00760065205686514,10,46
Intra,-0.00456409744352348,10,47
Intra,0.000659215423010484,10,48
Intra,-0.0066067546707602,10,49
Intra,0.0295970397785364,10,50
Intra,-0.00794315223101768,10,51
Intra,0.00863101536822175,10,52
Intra,0.00556484247056816,10,53
Intra,0.00373873488798931,10,54
Intra,0.00624694658948842,10,55
Intra,0.0344702615580816,10,56
Intra,-0.000507308976547184,10,57
Intra,0.0125483715970059,10,58
Intra,0.0152178597016277,10,59
Intra,-0.00549068690007003,10,60
Intra,-0.0147795571568072,10,61
Intra,0.0187242691907963,10,62
Intra,-0.00998031235197541,10,63
Intra,0.00178673624976611,10,64
Intra,0.0101786230498867,10,65
Intra,-0.020156503422643,10,66
Intra,0.00577329502718988,10,67
Intra,0.0224497587907824,10,68
Intra,0.0056814542786403,10,69
Intra,0.0297487907626196,10,70
Intra,-0.0062243547694355,10,71
Intra,0.0149484113425145,10,72
Intra,0.00724889841590244,10,73
Intra,0.00190724908514272,10,74
Intra,0.015546895873807,10,75
Intra,-0.0164206752727271,10,76
Intra,-0.00306530812628655,10,77
Intra,-0.0172861439736508,10,78
Intra,-0.0226751710048635,10,79
Intra,-0.0162432935900777,10,80
Intra,-0.0153549543121739,10,81
Intra,-0.00861305319728155,10,82
Intra,-0.00477228963604446,10,83
Intra,0.00284058946258938,10,84
Intra,0.0520893771697309,11,1
Intra,0.164002984698999,11,2
Intra,0.0167983111999792,11,3
Intra,0.04233791284724,11,4
Intra,0.0747682441648892,11,5
Intra,0.062724124295424,11,6
Intra,0.132042585062731,11,7
Intra,0.135116509896409,11,8
Intra,0.0626984998972296,11,9
Intra,0.169359550326509,11,10
Intra,0.0364576944948506,11,11
Intra,0.0260972780258923,11,12
Intra,0.0795163004342818,11,13
Intra,0.0519488169818825,11,14
Intra,0.111771426528464,11,15
Intra,0.156527230383828,11,16
Intra,0.0868803152079832,11,17
Intra,0.121770316323293,11,18
Intra,0.0412419513991991,11,19
Intra,0.0101113158319823,11,20
Intra,0.0869919280723521,11,21
Intra,0.0873891070179995,11,22
Intra,0.0585215612729183,11,23
Intra,0.130481011519376,11,24
Intra,0.0796790925293336,11,25
Intra,0.103620755374424,11,26
Intra,0.0336326649659222,11,27
Intra,0.030211975161707,11,28
Intra,0.0881932025582532,11,29
Intra,0.0959181786809821,11,30
Intra,0.0664533709012682,11,31
Intra,0.11191997067196,11,32
Intra,0.0586984231274495,11,33
Intra,0.145015122449387,11,34
Intra,0.0273524515135851,11,35
Intra,0.0340309935236509,11,36
Intra,0.108477494481399,11,37
Intra,0.0658995413420046,11,38
Intra,0.0691654530298891,11,39
Intra,0.1528595481112,11,40
Intra,-0.0019092451354009,12,1
Intra,0.00831747477918909,12,2
Intra,-0.00963259244831262,12,3
Intra,0.00851131586455008,13,1
Intra,0.0123599597260071,13,2
Intra,-0.00539908048206545,13,3
Intra,0.00319542400106119,13,4
Intra,-0.00321573598626163,13,5
Intra,-0.0147735517923298,13,6
Intra,-0.014552124087208,13,7
Intra,0.0205051389277806,13,8
Intra,-0.00733241186828752,13,9
Intra,0.0147943815151042,13,10
Intra,-0.00527525133934669,13,11
Intra,0.00982142985942316,13,12
Intra,0.0024413284012148,13,13
Intra,-0.0096777717694882,13,14
Intra,0.0131044371751333,13,15
Intra,-0.0132314113811662,13,16
Intra,-0.0132541017035071,13,17
Intra,-0.00638978934989531,13,18
Intra,0.0127549357305574,13,19
Intra,-0.0297352377332227,13,20
Intra,-0.00471840227234419,13,21
Intra,0.0181921152857702,13,22
Intra,-0.0110571119014927,13,23
Intra,0.0103846104930075,13,24
Intra,-0.0127882280387749,13,25
Intra,-0.0119355715758723,13,26
Intra,0.00238519829400876,13,27
Intra,-0.00142514057159291,13,28
Intra,0.00733343322449735,13,29
Intra,0.016183467654853,13,30
Intra,0.0125325198721487,13,31
Intra,-0.00636716784911958,13,32
Intra,-0.00885321588758055,13,33
Intra,-0.00113985535305348,13,34
Intra,0.00418989394204496,13,35
Intra,-0.00786058208582472,13,36
Intra,-0.00178059496201616,23,1
Intra,-0.00225020801609296,24,1
Intra,-0.00824893213278956,24,2
Intra,-0.0167839989363963,24,3
Intra,0.0246621814233233,24,4
Intra,0.01908069164347,24,5
Intra,0.0131192454739135,24,6
Intra,-0.00132729064500768,24,7
Intra,0.029577893908397,24,8
Intra,0.0226952346928291,24,9
Intra,0.00382530049286343,24,10
Intra,-0.012881243927063,24,11
Intra,-0.00316925359732703,24,12
Intra,0.00320291750600922,24,13
Intra,0.00350259590654323,24,14
Intra,-0.0303121559642229,24,15
Intra,0.00896023709475117,24,16
Intra,0.0229126517769656,24,17
Intra,-0.00670445373062283,24,18
Intra,-0.0243361124683459,24,19
Intra,-0.00018147301188514,24,20
Intra,0.000952273412302958,24,21
Intra,-0.0285395304652387,24,22
Intra,0.00494263364442023,24,23
Intra,-0.0117703677083335,24,24
Intra,0.0169697823500788,24,25
Intra,0.0267110770152869,24,26
Intra,-0.0309401369028092,24,27
Intra,-0.00561414425800281,24,28
Intra,0.0343831989125042,24,29
Intra,0.00234433291584541,24,30
Intra,0.00277219021078239,24,31
Intra,-0.0430453508221635,24,32
Intra,0.0046652376594154,24,33
Intra,0.0167422670506776,24,34
Intra,0.0281791912964718,24,35
Intra,0.0100616972681281,24,36
Intra,-0.0111738673947068,24,37
Intra,-0.0030376240018894,24,38
Intra,-0.0153077702714917,24,39
Intra,0.0295449498877529,24,40
Intra,-0.0012818091698949,24,41
Intra,0.01045802883391,24,42
Intra,-0.00658492641061668,24,43
Intra,0.00917692637863116,24,44
Intra,0.0442019900871238,25,1
Intra,0.053498944081969,25,2
Intra,0.0342709506130369,25,3
Intra,-0.0162581468647187,25,4
Intra,0.00962338229034031,25,5
Intra,-0.0119639618434567,25,6
Intra,-0.0376270486968724,25,7
Intra,-0.024346576189654,25,8
Intra,0.0168866662347018,25,9
Intra,-0.00266664273878341,25,10
Intra,-0.0111805970881996,6,1
Intra,0.0104160476171039,6,2
Intra,0.0054969252011476,20,1
Intra,0.0182400097168452,20,2
Intra,0.0318709403838461,20,3
Intra,-0.0131958228911097,6,1
Intra,0.00852831220098283,6,2
Intra,-0.00305121368703874,6,1
Intra,0.0117886806389519,6,2
Intra,0.0282771655689439,6,3
Intra,-0.0179696118782691,6,4
Intra,0.0122493223631625,6,5
Intra,0.0233770501232653,6,6
Intra,0.008454319719406,6,7
Intra,0.00807218928275341,6,8
Intra,-0.0140320780813492,6,9
Intra,0.0145384227399709,6,10
Intra,-0.00403827625788088,6,11
Intra,-0.00430284994806747,6,12
Intra,0.0250642560179305,6,13
Intra,-0.0183215865859165,6,14
Intra,0.0123922539991978,6,15
Intra,-0.00506761673325561,6,16
Intra,-0.0224990147549165,6,17
Intra,-0.0200103859280876,6,18
Intra,-0.0173118914649089,6,19
Intra,0.00856130955651506,6,20
Intra,0.0186507748714584,27,1
Intra,0.022159646090918,27,2
Intra,0.00877797006691719,27,3
Intra,0.0193035414328665,5,1
Intra,-0.000474050148989733,5,2
Intra,-0.00720998148534217,5,3
Intra,0.00834103245646401,5,4
Intra,-0.00351193465313334,5,5
Intra,-0.0121152218196472,5,6
Intra,0.00554122160114247,6,1
Intra,-0.0119805814912982,6,2
Intra,0.013827789754466,6,3
Intra,0.0130445385454115,6,4
Intra,-0.0209167709334538,6,5
Intra,0.0138588770797769,6,6
Intra,0.0115512561633944,20,1
Intra,-0.0113352187624526,20,2
Intra,-0.0111036616783469,20,3
Intra,-0.0195735167241872,20,4
Intra,0.0105751258323352,20,5
Intra,0.0227961582845662,20,6
Intra,-0.0255765703217208,26,1
Intra,-0.0569546137533052,26,2
Intra,0.00852796835903402,26,3
Intra,0.0481540271052561,26,4
Intra,0.0111167429765206,26,5
Intra,-0.0464479542022165,26,6
Intra,0.0559434402068889,26,7
Intra,-0.0326994357636525,26,8
Intra,-0.0679042281629853,26,9
Intra,0.0565847744968288,26,10
Intra,0.024299550571742,26,11
Intra,-0.0014930222237003,26,12
Intra,-0.0773417153641457,26,13
Intra,0.0130727906208492,26,14
Intra,-0.0755348492665061,26,15
Intra,0.0344995464959647,26,16
Intra,0.0221188114808094,26,17
Intra,0.0901977735719847,26,18
Intra,-0.0148521253455291,26,19
Intra,-0.0100753131365003,26,20
Intra,0.0017590648708392,26,21
Intra,0.0620713239054127,26,22
Intra,0.0155076710484647,6,1
Intra,0.0210862135154502,6,2
Intra,-0.00638575440261989,6,3
Intra,0.0117311238955328,6,4
Intra,-0.00539781499598005,6,5
Intra,0.0206941404238824,6,6
