Condition,PLV,Subject,Pair
Intra,0.342244811137685,13,1
Intra,0.338513501819099,13,2
Intra,0.328077950785723,13,1
Intra,0.350977117687384,13,2
Intra,0.305106289208549,13,3
Intra,0.280878469339698,13,4
Intra,0.336058757075053,13,5
Intra,0.319842305973074,13,6
Intra,0.334981619098612,13,7
Intra,0.292553366216503,13,8
Intra,0.293958478350977,13,9
Intra,0.292070856136232,13,10
Intra,0.335199894880912,15,1
Intra,0.340047748299408,15,2
Intra,0.306322374386801,15,1
Intra,0.383918033937162,15,2
Intra,0.358334688734677,15,3
Intra,0.392076561022211,14,1
Intra,0.39178730252564,15,1
Intra,0.340369464986617,14,1
Intra,0.342940223573868,13,1
Intra,0.341670830433401,13,2
Intra,0.304589028900497,13,3
Intra,0.322720649623159,13,4
Intra,0.28841184085115,13,5
Intra,0.301429403799722,15,1
Intra,0.332677716694368,15,2
Intra,0.30485038086771,15,3
Intra,0.33387704693518,15,4
Intra,0.306676255389882,15,5
Intra,0.303120728010101,15,6
Intra,0.370717772400135,8,1
Intra,0.346180901812582,15,1
Intra,0.350960963241372,15,2
Intra,0.349966531132346,7,1
Intra,0.355901580549743,7,2
Intra,0.421668698470113,7,3
Intra,0.503411462048118,7,4
Intra,0.350135718539678,7,5
Intra,0.414285261885899,7,6
Intra,0.463162432249136,7,7
Intra,0.464655769019206,7,8
Intra,0.413897982552279,7,1
Intra,0.364312870727152,7,2
Intra,0.43716276140445,7,3
Intra,0.380527841807284,7,4
Intra,0.411595937468752,7,5
Intra,0.392178394527703,7,6
Intra,0.414696978347403,7,7
Intra,0.432056274941565,7,8
Intra,0.398755516590779,11,1
Intra,0.348308520260145,11,2
Intra,0.377049517385365,11,3
Intra,0.374812753257178,11,4
Intra,0.378690385929761,17,1
Intra,0.417133247646246,17,2
Intra,0.357281761526711,17,3
Intra,0.300645921919066,2,1
Intra,0.383722083638215,2,2
Intra,0.430817176738782,2,3
Intra,0.340746840524132,2,4
Intra,0.400080685744597,2,5
Intra,0.385466900939975,2,6
Intra,0.364028879141848,16,1
Intra,0.357971153988936,16,2
Intra,0.32656541561316,2,1
Intra,0.346875792645377,2,2
Intra,0.42229031857654,2,1
Intra,0.643590262539236,2,2
Intra,0.389446673576281,3,1
Intra,0.331061796159624,3,2
Intra,0.435360017169035,11,1
Intra,0.410035313075749,11,2
Intra,0.355252135532983,11,3
Intra,0.434554295008068,11,4
Intra,0.367584520290842,11,5
Intra,0.388913125579328,11,6
Intra,0.379341699811089,11,7
Intra,0.368590259302266,11,8
Intra,0.419260965164248,11,9
Intra,0.354596011461093,11,10
Intra,0.408667642221285,11,11
Intra,0.357096967345555,11,12
Intra,0.389670626982032,11,13
Intra,0.353063170643571,11,14
Intra,0.377728756169793,16,1
Intra,0.384352514193429,16,2
Intra,0.391562529952735,16,3
Intra,0.377141331676244,16,4
Intra,0.417593130093496,19,1
Intra,0.382657257923644,19,2
Intra,0.400883574220487,19,3
Intra,0.372901543436868,2,1
Intra,0.318918399894709,2,2
Intra,0.378447704944594,11,1
Intra,0.347922335851128,11,2
Intra,0.409487763378481,11,3
Intra,0.371134417896612,11,4
Intra,0.330521700750675,11,5
Intra,0.386863769141744,11,6
Intra,0.331114700807813,17,1
Intra,0.348773085675711,17,2
Intra,0.423934847445436,17,3
Intra,0.373492526870166,11,1
Intra,0.3936020581957,11,2
Intra,0.370024370222524,11,3
Intra,0.412224833404877,11,4
Intra,0.367886800435393,11,5
Intra,0.370466098593339,11,6
Intra,0.356500604903113,11,7
Intra,0.351423647421531,11,8
Intra,0.344822637250008,11,9
Intra,0.319209968146497,11,10
Intra,0.353324957772014,11,11
Intra,0.327491261471398,11,12
Intra,0.358994070735574,11,13
Intra,0.325094107435624,11,14
Intra,0.308069049141923,12,1
Intra,0.348920592400132,1,1
Intra,0.435898683788091,1,2
Intra,0.373776740543776,1,3
Intra,0.326800733079845,1,4
Intra,0.413657429758368,1,5
Intra,0.307807233001807,1,6
Intra,0.367374960589722,11,1
Intra,0.328657590617929,11,2
Intra,0.404283397757371,11,3
Intra,0.358803524550121,11,4
Intra,0.363780667723314,11,5
Intra,0.347049508593184,11,6
Intra,0.450640978373782,12,1
Intra,0.320320798689085,12,2
Intra,0.364274794215607,17,1
Intra,0.356926804512568,2,1
Intra,0.34840942670289,2,2
Intra,0.341703580948901,2,3
Intra,0.251994111048543,15,1
Intra,0.356539428460014,15,2
Intra,0.357313760711102,15,3
Intra,0.319645177890525,2,1
Intra,0.368077641138064,2,2
Intra,0.373228635127173,2,3
Intra,0.312562777688264,4,1
Intra,0.330040146320486,4,2
Intra,0.333712342313708,4,3
Intra,0.289812257297501,4,4
Intra,0.333460076407684,4,5
Intra,0.365140337392413,4,6
Intra,0.29484679023795,4,7
Intra,0.387120152074233,4,8
Intra,0.362098182992252,4,9
Intra,0.407771277104003,4,10
Intra,0.343793318448856,4,11
Intra,0.348421536806844,4,12
Intra,0.338420876832611,5,1
Intra,0.440001933981302,5,2
Intra,0.407124132127481,5,3
Intra,0.386734919747682,5,4
Intra,0.352501904383531,5,5
Intra,0.349775646916499,5,6
Intra,0.343574858783267,9,1
Intra,0.392833184006812,9,2
Intra,0.432993178184247,10,1
Intra,0.536692282399173,10,2
Intra,0.319973028592443,16,1
Intra,0.366722101311947,16,2
Intra,0.315772796468897,18,1
Intra,0.338643098910046,18,2
Intra,0.340871194610712,18,3
Intra,0.395647498515518,18,4
Intra,0.343053870889054,18,5
Intra,0.366091173538315,18,6
Intra,0.328742708689079,18,7
Intra,0.337756572373736,18,8
Intra,0.315983077058506,18,9
Intra,0.348701186736498,2,1
Intra,0.323908647246701,2,2
Intra,0.330488471309208,2,3
Intra,0.326563893232515,2,1
Intra,0.369106046339856,2,1
Intra,0.381304171446736,14,1
Intra,0.266316370192034,2,1
Intra,0.387306676054146,6,1
Intra,0.398424481431811,7,1
Intra,0.411816027294837,7,2
Intra,0.420634285987184,7,3
Intra,0.372885518421609,7,4
Intra,0.319250501368755,7,5
Intra,0.417578238921286,7,6
Intra,0.348990116394211,7,7
Intra,0.382636577052086,7,8
Intra,0.41795203399591,7,9
Intra,0.369163357818562,7,10
Intra,0.447267147055797,7,11
Intra,0.410657789081722,7,12
Intra,0.444709112511179,7,13
Intra,0.444765099488723,7,14
Intra,0.48366062948576,7,15
Intra,0.463972412761814,7,16
Intra,0.449496399424162,11,1
Intra,0.427602484682037,11,2
Intra,0.392803745668166,11,3
Intra,0.48953479069931,11,4
Intra,0.371085919064138,11,5
Intra,0.549111973667404,11,6
Intra,0.448534959866597,11,7
Intra,0.391573150247454,11,8
Intra,0.442612764481044,11,9
Intra,0.467793123690751,11,10
Intra,0.382906661289343,11,11
Intra,0.470090596901872,11,12
Intra,0.393436310147372,11,13
Intra,0.377860263255522,11,14
Intra,0.326683562261296,11,15
Intra,0.427931504942911,11,16
Intra,0.384373612238841,11,17
Intra,0.382986498560315,11,18
Intra,0.326273217244832,11,19
Intra,0.338027658494189,11,20
Intra,0.330769266026934,11,21
Intra,0.355306894106851,12,1
Intra,0.325659903134572,12,2
Inter,0.396246141101638,2,1
Inter,0.399654002672761,2,2
Inter,0.342199849567427,2,3
Inter,0.358443773098311,21,1
Inter,0.343306106464633,21,2
Inter,0.298390392183877,21,3
Inter,0.319026951739396,21,4
Inter,0.32340059487143,21,5
Inter,0.365161798710199,21,6
Inter,0.326778352634862,21,7
Inter,0.317474579174213,21,8
Inter,0.339653288335983,24,1
Inter,0.339324638862421,24,2
Inter,0.319964377855059,24,3
Inter,0.370372896482306,27,1
Inter,0.380503817591956,27,2
Inter,0.395415608126849,27,3
Inter,0.35303942077598,27,4
Inter,0.363411983468706,27,5
Inter,0.456302935311539,1,1
Inter,0.692224693108746,1,2
Inter,0.384715597077664,1,3
Inter,0.34050263992973,3,1
Inter,0.42534117619037,3,2
Inter,0.479126695458816,3,3
Inter,0.354811585420644,3,4
Inter,0.452015671253045,3,5
Inter,0.347386421522684,3,6
Inter,0.30779982135236,3,7
Inter,0.410465542852182,3,8
Inter,0.354846872860971,3,9
Inter,0.331234404676505,3,10
Inter,0.320056852988973,3,11
Inter,0.381290078006485,3,12
Inter,0.387129693952957,3,13
Inter,0.378917357934962,3,14
Inter,0.411709359576872,3,15
Inter,0.406233212467873,3,16
Inter,0.315736900810882,3,17
Inter,0.3489045039844,3,18
Inter,0.283324077976511,3,19
Inter,0.372501960526174,3,20
Inter,0.315079936775777,3,21
Inter,0.344716513425804,3,22
Inter,0.395319571156368,3,23
Inter,0.398995802029042,3,24
Inter,0.361566812974193,3,25
Inter,0.290561836596808,3,26
Inter,0.337503213262948,3,27
Inter,0.392392671776491,3,28
Inter,0.34694240350127,3,29
Inter,0.362670478175387,3,30
Inter,0.394032332900799,3,31
Inter,0.752394732971801,3,32
Inter,0.489290706932374,3,33
Inter,0.397832108594644,3,34
Inter,0.746896469097927,3,35
Inter,0.456384336146743,3,36
Inter,0.378028495142317,3,37
Inter,0.317849059233309,3,38
Inter,0.381272502075997,3,39
Inter,0.459139586825065,3,40
Inter,0.38671264392591,3,41
Inter,0.537494094605255,3,42
Inter,0.470635065357515,3,43
Inter,0.430327075619018,3,44
Inter,0.508668049455642,3,45
Inter,0.395006488069381,3,46
Inter,0.350307269438379,3,47
Inter,0.316398436024112,3,48
Inter,0.293754570391332,3,49
Inter,0.39370488732001,3,50
Inter,0.411649848744372,3,51
Inter,0.648771298310837,3,52
Inter,0.468674423342854,3,53
Inter,0.415385075981672,3,54
Inter,0.562997007543513,3,55
Inter,0.394246936545959,3,56
Inter,0.457273943530915,3,57
Inter,0.325476329070903,3,58
Inter,0.294776850257126,3,59
Inter,0.467790122053081,3,60
Inter,0.405031542581991,3,61
Inter,0.549909893853788,3,62
Inter,0.425581610360893,3,63
Inter,0.436620385597198,3,64
Inter,0.516385917494774,3,65
Inter,0.394185602760702,3,66
Inter,0.39077525865727,3,67
Inter,0.275877262458159,3,68
Inter,0.290221020682692,3,69
Inter,0.374793575842244,3,70
Inter,0.303517889902043,3,71
Inter,0.377607233852841,3,72
Inter,0.312176759149771,3,73
Inter,0.3351520373306,3,74
Inter,0.4109722696867,3,75
Inter,0.40977945141565,3,76
Inter,0.318978737621222,3,77
Inter,0.569178059423272,3,78
Inter,0.656062617025022,3,79
Inter,0.347773706690591,3,80
Inter,0.353654162061882,3,81
Inter,0.35661528794736,3,82
Inter,0.357490850616283,3,83
Inter,0.422111794593715,3,84
Inter,0.417275187970517,3,85
Inter,0.34774325716287,3,86
Inter,0.348990555424649,3,87
Inter,0.316013188581273,3,88
Inter,0.365133429977803,3,89
Inter,0.41329707308336,3,90
Inter,0.334257937031925,4,1
Inter,0.346369238377312,4,2
Inter,0.325436036029658,4,3
Inter,0.36566790978419,4,4
Inter,0.334595990532171,5,1
Inter,0.305542170692228,5,2
Inter,0.319450544336288,5,3
Inter,0.358505764376632,5,4
Inter,0.350639418267533,5,5
Inter,0.371872808364801,5,6
Inter,0.294307326442707,5,7
Inter,0.314133028100885,5,8
Inter,0.298130289918052,5,9
Inter,0.339642393591993,5,10
Inter,0.360236889339363,5,11
Inter,0.373314838634407,5,12
Inter,0.420934159738882,5,13
Inter,0.405660760058435,5,14
Inter,0.398189772621367,5,15
Inter,0.382299648626976,5,16
Inter,0.333239532450952,5,17
Inter,0.36759698021845,5,18
Inter,0.360329329450031,5,19
Inter,0.364042488575133,5,20
Inter,0.409129130266966,5,21
Inter,0.39303906253646,5,22
Inter,0.338577422349498,5,23
Inter,0.357696859695298,5,24
Inter,0.349675252538489,5,25
Inter,0.316669318567052,5,26
Inter,0.385374254501287,5,27
Inter,0.350727735327515,5,28
Inter,0.410797392891826,5,29
Inter,0.335862909414856,5,30
Inter,0.40789042592072,5,31
Inter,0.344341746883406,5,32
Inter,0.335907977368938,5,33
Inter,0.338006523508698,5,34
Inter,0.372685614854369,5,35
Inter,0.336622245008002,5,36
Inter,0.390381424396578,5,37
Inter,0.366679198293451,5,38
Inter,0.335511728907503,5,39
Inter,0.337169352895343,5,40
Inter,0.31980565527956,5,41
Inter,0.407818142368727,5,42
Inter,0.346914120055293,5,43
Inter,0.369035969465918,5,44
Inter,0.40249473468835,5,45
Inter,0.408948928564268,5,46
Inter,0.329734369721524,5,47
Inter,0.307615990825195,5,48
Inter,0.342558288001373,5,49
Inter,0.347438200297457,5,50
Inter,0.324618204254561,5,51
Inter,0.345375717382417,5,52
Inter,0.418576346857666,5,53
Inter,0.413843130996301,5,54
Inter,0.393658931438398,5,55
Inter,0.380769006992382,5,56
Inter,0.336565108974954,6,1
Inter,0.309629839731344,6,2
Inter,0.33243748219314,6,3
Inter,0.339330597771006,6,4
Inter,0.330017101873892,6,5
Inter,0.359278386751472,6,6
Inter,0.3093112735736,6,7
Inter,0.315745386323021,6,8
Inter,0.32652608380933,6,9
Inter,0.37383612723654,6,10
Inter,0.320805031464228,6,11
Inter,0.324953919266985,6,12
Inter,0.326149839712188,6,13
Inter,0.339646620178452,6,14
Inter,0.332703427984855,6,15
Inter,0.375025847444686,6,16
Inter,0.3420940269137,6,17
Inter,0.361845482688422,6,18
Inter,0.337129176061521,6,19
Inter,0.364389605141008,6,20
Inter,0.37263235486825,6,21
Inter,0.412573453719104,8,1
Inter,0.333801033553892,8,2
Inter,0.325175388506469,8,3
Inter,0.379837426180024,8,4
Inter,0.362271599213966,8,5
Inter,0.374809185309186,8,6
Inter,0.369705745159796,8,7
Inter,0.380369630075154,8,8
Inter,0.355934301348214,8,9
Inter,0.373740154141003,8,10
Inter,0.359175287512036,8,11
Inter,0.36217750749404,8,12
Inter,0.389929114830552,8,13
Inter,0.374816469844324,8,14
Inter,0.423980510082923,8,15
Inter,0.370687649262383,8,16
Inter,0.385592372286232,8,17
Inter,0.406919307889922,8,18
Inter,0.368486653379407,8,19
Inter,0.398965511522296,8,20
Inter,0.383284470616518,8,21
Inter,0.398346705562842,8,22
Inter,0.339273518667467,8,23
Inter,0.347142631213903,8,24
Inter,0.387408058836316,8,25
Inter,0.375719183582294,8,26
Inter,0.389736236509884,8,27
Inter,0.39552439931661,8,28
Inter,0.423738787373338,9,1
Inter,0.454575986224711,9,2
Inter,0.341538179211226,9,3
Inter,0.404674171545363,9,4
Inter,0.374862177430717,9,5
Inter,0.419783355031514,9,6
Inter,0.354993966963219,10,1
Inter,0.315850442246676,10,2
Inter,0.373996464273184,10,3
Inter,0.394668059179986,10,4
Inter,0.387042898587496,10,5
Inter,0.340645603328557,10,6
Inter,0.394126801572995,10,7
Inter,0.421550656535146,10,8
Inter,0.4452709568461,10,9
Inter,0.43075201235742,10,10
Inter,0.386680472832914,10,11
Inter,0.357301755105921,10,12
Inter,0.363623561745114,10,13
Inter,0.372857562235924,10,14
Inter,0.366473592979828,10,15
Inter,0.356295785974364,10,16
Inter,0.380948750252381,10,17
Inter,0.37178871648132,10,18
Inter,0.383031005539474,10,19
Inter,0.385083330872827,10,20
Inter,0.338483898215665,10,21
Inter,0.366101372937707,10,22
Inter,0.377312203343942,10,23
Inter,0.398280162147906,10,24
Inter,0.388898559602138,10,25
Inter,0.349894620055121,10,26
Inter,0.364779947049175,10,27
Inter,0.382147139072552,10,28
Inter,0.327562743921886,10,29
Inter,0.350918346901062,10,30
Inter,0.363020524798215,10,31
Inter,0.416981032919108,10,32
Inter,0.368416301450128,10,33
Inter,0.388903400378101,10,34
Inter,0.364470589770873,10,35
Inter,0.372147299917869,10,36
Inter,0.433184266215161,10,37
Inter,0.302962124635818,10,38
Inter,0.364545069798842,10,39
Inter,0.371803231344128,10,40
Inter,0.364038593200364,10,41
Inter,0.433202441505083,10,42
Inter,0.357828264423079,10,43
Inter,0.394864837578667,10,44
Inter,0.394293929721998,10,45
Inter,0.387809045311614,10,46
Inter,0.3984557106685,10,47
Inter,0.380018731672613,10,48
Inter,0.368825637385787,10,49
Inter,0.32059115819628,10,50
Inter,0.37083611754106,10,51
Inter,0.396372456659594,10,52
Inter,0.370049192617175,10,53
Inter,0.436027271078339,10,54
Inter,0.378844228601597,10,55
Inter,0.364650272164125,10,56
Inter,0.380619049054152,10,57
Inter,0.386530636561582,10,58
Inter,0.363948820099298,10,59
Inter,0.368609358949396,10,60
Inter,0.378999827328571,10,61
Inter,0.375049861855509,10,62
Inter,0.408623974741417,10,63
Inter,0.39844869402357,10,64
Inter,0.365018448387064,10,65
Inter,0.347656043880096,10,66
Inter,0.355474511072283,10,67
Inter,0.34514856069611,10,68
Inter,0.360889706908278,10,69
Inter,0.4278551301121,10,70
Inter,0.405605779514547,10,71
Inter,0.374801417308103,10,72
Inter,0.391517161753963,10,73
Inter,0.409055409844055,10,74
Inter,0.405229586383718,10,75
Inter,0.380238916974101,10,76
Inter,0.454236935157104,10,77
Inter,0.385652807562029,10,78
Inter,0.486771897815652,10,79
Inter,0.464971473300565,10,80
Inter,0.364660260666173,10,81
Inter,0.317853811273471,10,82
Inter,0.382256499316009,10,83
Inter,0.399447764005378,10,84
Inter,0.348068916835338,10,85
Inter,0.358204850642173,10,86
Inter,0.443473906601462,10,87
Inter,0.35805964575194,10,88
Inter,0.462067695049719,10,89
Inter,0.396215308987263,10,90
Inter,0.358273885098811,10,91
Inter,0.391515881567338,10,92
Inter,0.3719976348118,10,93
Inter,0.412193447718943,10,94
Inter,0.407862170661606,10,95
Inter,0.385679859150917,10,96
Inter,0.458875664848244,10,97
Inter,0.42008215355697,10,98
Inter,0.503186801635869,10,99
Inter,0.402335302517422,10,100
Inter,0.359811555604466,10,101
Inter,0.394066290477136,10,102
Inter,0.344537688172953,10,103
Inter,0.39193281837937,10,104
Inter,0.339389794946523,10,105
Inter,0.378995656252306,10,106
Inter,0.404850498672854,10,107
Inter,0.36514112564439,10,108
Inter,0.358197639339017,10,109
Inter,0.353189637106723,10,110
Inter,0.400974419969408,10,111
Inter,0.380165732223747,10,112
Inter,0.389929583414702,10,113
Inter,0.380725913708367,10,114
Inter,0.365219968606177,10,115
Inter,0.371940982179776,10,116
Inter,0.403147301319217,10,117
Inter,0.395990425086061,10,118
Inter,0.396363778437256,10,119
Inter,0.436013763456433,10,120
Inter,0.318586290615,11,1
Inter,0.409265562744994,11,2
Inter,0.35565354482989,11,3
Inter,0.311063091367807,11,4
Inter,0.470353163420609,11,5
Inter,0.335031337327005,11,6
Inter,0.490391138017257,11,7
Inter,0.488985096606504,11,8
Inter,0.475249887347362,11,9
Inter,0.513342672055394,11,10
Inter,0.387624249712213,11,11
Inter,0.39367147764426,11,12
Inter,0.326998058263005,11,13
Inter,0.324621627650502,11,14
Inter,0.394127190227474,11,15
Inter,0.358126483578896,11,16
Inter,0.347177138866326,11,17
Inter,0.366280671941652,11,18
Inter,0.395228984314662,11,19
Inter,0.359354730336658,11,20
Inter,0.328659709924374,11,21
Inter,0.385548580170898,11,22
Inter,0.323949854047616,11,23
Inter,0.353837279534274,11,24
Inter,0.302764176652468,11,25
Inter,0.30340995169983,11,26
Inter,0.414399847528047,11,27
Inter,0.285275908528506,11,28
Inter,0.377322088132617,11,29
Inter,0.405369761433116,11,30
Inter,0.362055338149606,11,31
Inter,0.377854176643622,11,32
Inter,0.356278213110449,11,33
Inter,0.297925986006333,11,34
Inter,0.364576121523187,11,35
Inter,0.351940103010741,11,36
Inter,0.323184738858551,11,37
Inter,0.379804554415329,11,38
Inter,0.314998555799295,11,39
Inter,0.350068817593554,11,40
Inter,0.342896928112478,11,41
Inter,0.374145743664238,11,42
Inter,0.361943576606609,11,43
Inter,0.347259968799985,11,44
Inter,0.361726047740939,11,45
Inter,0.397357350522808,11,46
Inter,0.392077212715481,11,47
Inter,0.301530167172936,11,48
Inter,0.362383903617444,11,49
Inter,0.346668508093601,11,50
Inter,0.395425053718172,11,51
Inter,0.341474212887739,11,52
Inter,0.342050742086262,11,53
Inter,0.32630874495792,11,54
Inter,0.376660881346656,11,55
Inter,0.314795493770311,11,56
Inter,0.341156023558033,11,57
Inter,0.358082257112426,11,58
Inter,0.364008205442921,11,59
Inter,0.441009520437193,11,60
Inter,0.350359363316833,11,61
Inter,0.418222437620475,11,62
Inter,0.411326118567915,11,63
Inter,0.35465913776152,11,64
Inter,0.393076456773264,11,65
Inter,0.383334584836861,11,66
Inter,0.350757607876389,13,1
Inter,0.40555381354945,13,2
Inter,0.355653744818369,13,3
Inter,0.334704112185367,15,1
Inter,0.405946281436687,15,2
Inter,0.350057501695024,15,3
Inter,0.38628758861063,15,4
Inter,0.415590575512397,15,5
Inter,0.380807964886455,15,6
Inter,0.481418653641401,15,7
Inter,0.399437223617675,15,8
Inter,0.412583970070959,15,9
Inter,0.315542656406873,15,10
Inter,0.331282146109789,15,11
Inter,0.366060275775451,15,12
Inter,0.364071000318147,16,1
Inter,0.317005617063123,16,2
Inter,0.352335012490147,16,3
Inter,0.323165701193681,16,4
Inter,0.328933293127015,16,5
Inter,0.344204652974008,16,6
Inter,0.392737978830008,17,1
Inter,0.405929854581598,17,2
Inter,0.405099861985421,17,3
Inter,0.40637846066745,17,4
Inter,0.395413390228985,17,5
Inter,0.371993495450417,17,6
Inter,0.370682169740759,17,7
Inter,0.393740459796482,17,8
Inter,0.382443575645068,17,9
Inter,0.413877726493143,17,10
Inter,0.358475991365583,17,11
Inter,0.393321861617231,17,12
Inter,0.375589253060265,17,13
Inter,0.336784217681952,17,14
Inter,0.366052588104764,17,15
Inter,0.338324935298771,17,16
Inter,0.379782739121385,17,17
Inter,0.352068228612378,17,18
Inter,0.392492190220541,17,19
Inter,0.391626951569434,17,20
Inter,0.328920504124175,17,21
Inter,0.34316376117824,17,22
Inter,0.379031884913611,17,23
Inter,0.362320321839607,17,24
Inter,0.329885985638795,17,25
Inter,0.29993443472184,17,26
Inter,0.384402662735386,17,27
Inter,0.404086691728754,17,28
Inter,0.370362215855875,17,29
Inter,0.370522064322226,17,30
Inter,0.459075892134005,19,1
Inter,0.339428487875792,19,2
Inter,0.343116526809186,19,3
Inter,0.318286177002161,20,1
Inter,0.33956107384396,20,2
Inter,0.361619688952745,20,3
Inter,0.402124301773206,20,4
Inter,0.383537124354371,20,5
Inter,0.314441515543174,20,6
Inter,0.373313940867544,20,7
Inter,0.34389877612803,20,8
Inter,0.359403369466868,20,9
Inter,0.369879887976633,20,10
Inter,0.298410188189163,20,11
Inter,0.289410057553049,20,12
Inter,0.321634470549523,20,13
Inter,0.359624750361592,20,14
Inter,0.310928645512522,20,15
Inter,0.331693937374577,20,16
Inter,0.312915341653139,20,17
Inter,0.429129396203789,20,18
Inter,0.329906815666821,20,19
Inter,0.363657988984132,20,20
Inter,0.307621467300323,20,21
Inter,0.307819714679756,20,22
Inter,0.354255934554826,20,23
Inter,0.317860681334064,20,24
Inter,0.328433353500654,20,25
Inter,0.335633104891716,20,26
Inter,0.320770385327319,20,27
Inter,0.30909915310174,20,28
Inter,0.357802082753875,20,29
Inter,0.334771317154329,20,30
Inter,0.327415537916301,20,31
Inter,0.332800403216948,20,32
Inter,0.396344300420473,20,33
Inter,0.343008923499459,20,34
Inter,0.360478234242675,20,35
Inter,0.287756460306093,20,36
Inter,0.313782379913597,20,37
Inter,0.392447047437582,20,38
Inter,0.340162311950988,20,39
Inter,0.374633932453363,20,40
Inter,0.361249944419305,22,1
Inter,0.384657030988139,22,2
Inter,0.390901516982773,22,3
Inter,0.38926352327027,22,4
Inter,0.370055351066881,22,5
Inter,0.380110548899968,22,6
Inter,0.384329291220485,22,7
Inter,0.343697516619095,22,8
Inter,0.357121454898388,22,9
Inter,0.343556806504905,22,10
Inter,0.340630020953906,22,11
Inter,0.343992014322627,22,12
Inter,0.380091189057604,22,13
Inter,0.401244517055425,22,14
Inter,0.398971132383519,22,15
Inter,0.351002972317296,22,16
Inter,0.331366861032785,22,17
Inter,0.355295761076857,22,18
Inter,0.343921650995438,22,19
Inter,0.363398465509465,22,20
Inter,0.383104150771528,22,21
Inter,0.271377592820069,23,1
Inter,0.297667542157562,23,2
Inter,0.326827393407709,23,3
Inter,0.312098349973852,23,4
Inter,0.314752824401989,23,5
Inter,0.324284506832253,23,6
Inter,0.266510230971745,23,7
Inter,0.310267760980968,23,8
Inter,0.31884437110382,23,9
Inter,0.28730152250183,23,10
Inter,0.329110177850798,23,11
Inter,0.333115659815431,23,12
Inter,0.370197872586005,23,13
Inter,0.39295661187458,23,14
Inter,0.363952966717343,24,1
Inter,0.34309946155553,24,2
Inter,0.384454472325751,24,3
Inter,0.357605891187727,24,4
Inter,0.322804909437729,24,5
Inter,0.34025194031862,24,6
Inter,0.325450230498327,26,1
Inter,0.337070296092071,26,2
Inter,0.316523679830114,26,3
Inter,0.298480372454071,26,4
Inter,0.295457009494642,26,5
Inter,0.325335331258083,26,6
Inter,0.513547014374356,27,1
Inter,0.387681411840709,27,2
Inter,0.379933063360647,27,3
Inter,0.343659242411251,27,4
Inter,0.346534192424386,27,5
Inter,0.327210844999972,27,6
Inter,0.41348358975156,27,7
Inter,0.458636377818893,27,8
Inter,0.335305611783198,27,9
Inter,0.351384629934749,27,10
Inter,0.498378957648358,27,11
Inter,0.356731496709343,27,12
Inter,0.369572604513524,27,13
Inter,0.356860547074631,27,14
Inter,0.357671701915171,27,15
Inter,0.439897414914098,27,16
Inter,0.525828046361716,27,17
Inter,0.393578939578626,27,18
Inter,0.359941272068856,27,19
Inter,0.395107975516046,27,20
Inter,0.398833046911013,27,21
Inter,0.686674415244156,27,22
Inter,0.435635365096109,27,23
Inter,0.355147115602142,27,24
Inter,0.401539921538793,27,25
Inter,0.336207410915606,27,26
Inter,0.372430335372675,27,27
Inter,0.378405559278243,27,28
Inter,0.383935677014818,27,29
Inter,0.390137919641061,27,30
Inter,0.330558306618246,27,31
Inter,0.354851045171743,27,32
Inter,0.369270196800892,27,33
Inter,0.372250129194791,27,34
Inter,0.387939541651467,27,35
Inter,0.369988766966473,29,1
