Condition,GammaAmp,Subject,Pair
Intra,0.266912189307154,6,22
Intra,0.331411760335012,6,23
Intra,0.347311552836125,6,24
Intra,0.331768746873705,6,25
Intra,0.314048912911355,6,26
Intra,0.303772173620472,6,27
Intra,0.314534713044148,6,28
Intra,0.293176128626332,6,29
Intra,0.313659460796256,6,30
Intra,0.255662812697317,8,1
Intra,0.264675992175228,8,2
Intra,0.204456588497626,8,3
Intra,0.223149051223771,8,4
Intra,0.199412763090979,8,5
Intra,0.177134494205549,8,6
Intra,0.222250359030491,8,7
Intra,0.235390585061304,8,8
Intra,0.305514698127078,9,1
Intra,0.282319732750428,9,2
Intra,0.263179431670504,10,1
Intra,0.326638138345818,10,2
Intra,0.257127731780278,10,3
Intra,0.248071293620131,10,4
Intra,0.320981005303837,10,5
Intra,0.337149066013699,10,6
Intra,0.245434616449874,10,7
Intra,0.239798644173943,10,8
Intra,0.301849086705896,10,9
Intra,0.293117271386944,10,10
Intra,0.247570793103601,10,11
Intra,0.282280504697138,10,12
Intra,0.286565173151131,10,13
Intra,0.267991723835625,10,14
Intra,0.289724555278806,10,15
Intra,0.297373825653554,10,16
Intra,0.283091172029099,10,17
Intra,0.268020698168339,10,18
Intra,0.347486484472806,10,19
Intra,0.308932525002059,10,20
Intra,0.276788386147678,10,21
Intra,0.194802514326247,10,22
Intra,0.223064065798345,10,23
Intra,0.186951092873879,10,24
Intra,0.212867165195559,10,25
Intra,0.22532448541173,10,26
Intra,0.207521003074949,10,27
Intra,0.184591990168209,10,28
Intra,0.282853227761577,10,29
Intra,0.301088548151064,10,30
Intra,0.292708918674685,10,31
Intra,0.27442415720536,10,32
Intra,0.227851047301347,10,33
Intra,0.311591110420872,10,34
Intra,0.251665940507765,10,35
Intra,0.278383515025487,10,36
Intra,0.293646577266751,10,37
Intra,0.269508558456012,10,38
Intra,0.237125224220678,10,39
Intra,0.261278141607841,10,40
Intra,0.2653759836914,10,41
Intra,0.276066391457004,10,42
Intra,0.281856097514442,10,43
Intra,0.257690288466732,10,44
Intra,0.291388383135093,10,45
Intra,0.245339948050481,10,46
Intra,0.290228945131714,10,47
Intra,0.278209865468132,10,48
Intra,0.271940677094419,10,49
Intra,0.272474438830062,11,1
Intra,0.261112390743351,11,2
Intra,0.251640645817037,11,3
Intra,0.287007196156275,11,4
Intra,0.290092888857336,11,5
Intra,0.279736971630039,12,1
Intra,0.303780949670333,12,2
Intra,0.280705650971792,12,3
Intra,0.297398124687514,12,4
Intra,0.262932079528794,12,5
Intra,0.323241062592037,12,6
Intra,0.286668379889986,12,7
Intra,0.25315910934541,12,8
Intra,0.254248911735524,12,9
Intra,0.269619511032243,12,10
Intra,0.32118011812456,12,11
Intra,0.287945735947304,12,12
Intra,0.369340539194049,12,13
Intra,0.289604277122495,12,14
Intra,0.231419185326443,12,15
Intra,0.265041043574911,12,16
Intra,0.276498955145946,12,17
Intra,0.277865469686774,12,18
Intra,0.28089062203665,12,19
Intra,0.341497440802397,12,20
Intra,0.291994675819935,12,21
Intra,0.258087443446589,13,1
Intra,0.223976853291382,13,2
Intra,0.308393574698396,13,3
Intra,0.309270853892909,13,4
Intra,0.266483559987806,13,5
Intra,0.277599378820503,13,6
Intra,0.28656826038087,13,7
Intra,0.287620209019037,13,8
Intra,0.294166853727464,13,9
Intra,0.287736941431077,13,10
Intra,0.281586273154513,13,11
Intra,0.292747035277211,13,12
Intra,0.282420102712845,13,13
Intra,0.24539414158497,13,14
Intra,0.290772442970919,13,15
Intra,0.355038294534884,13,16
Intra,0.276150542101455,13,17
Intra,0.309804436696464,13,18
Intra,0.274790980489328,13,19
Intra,0.207725579126969,13,20
Intra,0.30387012354711,13,21
Intra,0.322165147785646,13,22
Intra,0.282387354652024,13,23
Intra,0.320695114689167,13,24
Intra,0.274444240469625,13,25
Intra,0.222266996512723,13,26
Intra,0.291694472530525,13,27
Intra,0.311764576311032,13,28
Intra,0.319469247079603,13,29
Intra,0.329700003419491,13,30
Intra,0.304337569539966,13,31
Intra,0.243022167725217,13,32
Intra,0.322655075167384,13,33
Intra,0.313429321559523,13,34
Intra,0.31307102560884,13,35
Intra,0.330012646394906,13,36
Intra,0.265526627297927,13,37
Intra,0.245813340932625,13,38
Intra,0.25590721461388,13,39
Intra,0.282905353250541,13,40
Intra,0.254425307921646,13,41
Intra,0.305303249948107,13,42
Intra,0.283637251850376,13,43
Intra,0.262066231541684,13,44
Intra,0.25464403975917,13,45
Intra,0.312421253578318,13,46
Intra,0.263442882502326,13,47
Intra,0.316536335401414,13,48
Intra,0.282465641118848,13,49
Intra,0.262023974854763,13,50
Intra,0.300469829692769,13,51
Intra,0.297680839216544,13,52
Intra,0.29166077563666,13,53
Intra,0.3362661035116,13,54
Intra,0.250218684727359,17,1
Intra,0.262184426610721,17,2
Intra,0.255460402807091,17,3
Intra,0.25811583599819,17,4
Intra,0.302500848646293,17,5
Intra,0.256109773000122,17,6
Intra,0.291225067105199,17,7
Intra,0.289093422398193,17,8
Intra,0.252949077634683,17,9
Intra,0.259246295393813,17,10
Intra,0.292018790782122,17,11
Intra,0.292607329891947,17,12
Intra,0.248893690789994,18,1
Intra,0.299578493088843,18,2
Intra,0.311654489706333,18,3
Intra,0.268320689117336,18,4
Intra,0.2680864731202,18,5
Intra,0.269424015960502,18,6
Intra,0.223287000573458,18,7
Intra,0.253236153431208,18,8
Intra,0.2548946381039,18,9
Intra,0.278912638615026,18,10
Intra,0.254030523087256,18,11
Intra,0.24029294683264,18,12
Intra,0.17785154562413,22,1
Intra,0.304179430815586,22,2
Intra,0.288488750522858,22,3
Intra,0.20548603709635,22,4
Intra,0.176363069049096,22,5
Intra,0.305214053849172,22,6
Intra,0.308198426746245,22,7
Intra,0.206646136769524,22,8
Intra,0.210983522309804,22,9
Intra,0.309601459768197,22,10
Intra,0.346594323628494,22,11
Intra,0.213637156684055,22,12
Intra,0.221225821907035,22,13
Intra,0.279817031004636,22,14
Intra,0.273309269620019,22,15
Intra,0.253296346392082,22,16
Intra,0.529611653720533,22,17
Intra,0.253244510566106,22,18
Intra,0.256404370909861,22,19
Intra,0.19272426006318,22,20
Intra,0.255826156043024,23,1
Intra,0.29138697760395,23,2
Intra,0.313662740575318,23,3
Intra,0.305805116009586,23,4
Intra,0.135617415436562,24,1
Intra,0.278602190630192,24,2
Intra,0.24525190923845,24,3
Intra,0.235022760955581,24,4
Intra,0.227475258416819,24,5
Intra,0.246432088363639,24,6
Intra,0.196447929366008,24,7
Intra,0.199007460504068,24,8
Intra,0.304806804656211,24,9
Intra,0.315677596797507,24,10
Intra,0.324036739156614,24,11
Intra,0.281083168764566,24,12
Intra,0.274266998430116,24,13
Intra,0.317415664551681,24,14
Intra,0.175564706890955,24,15
Intra,0.282030174404952,24,16
Intra,0.284374405093606,24,17
Intra,0.287720250240868,24,18
Intra,0.250616076831168,24,19
Intra,0.286820270040871,24,20
Intra,0.25607215107014,24,21
Intra,0.178713891125424,24,22
Intra,0.295415112118142,24,23
Intra,0.265993665208058,24,24
Intra,0.316314431445393,24,25
Intra,0.278903343226836,24,26
Intra,0.268810508155992,24,27
Intra,0.291152024735245,24,28
Intra,0.224914646419991,24,29
Intra,0.342971457457065,24,30
Intra,0.293672361194635,24,31
Intra,0.299433138375133,24,32
Intra,0.272763899583984,24,33
Intra,0.286816681285551,24,34
Intra,0.281494551515775,24,35
Intra,0.260903470335618,24,36
Intra,0.280337618665169,24,37
Intra,0.306655412099275,24,38
Intra,0.310177429294733,24,39
Intra,0.324647979358026,24,40
Intra,0.28800508081624,24,41
Intra,0.29705003471883,24,42
Intra,0.155038435206109,24,43
Intra,0.292180659748055,24,44
Intra,0.298030012868082,24,45
Intra,0.298611305280229,24,46
Intra,0.259008549984354,24,47
Intra,0.289280224440924,24,48
Intra,0.277243541102373,24,49
Intra,0.230589582523044,24,50
Intra,0.276677740279838,24,51
Intra,0.298224169683378,24,52
Intra,0.282999634378636,24,53
Intra,0.371242257075592,24,54
Intra,0.281655358806111,24,55
Intra,0.273525933755081,24,56
Intra,0.2584847570659,24,57
Intra,0.280653280667515,24,58
Intra,0.265538879853156,24,59
Intra,0.262778777402135,24,60
Intra,0.349195749318092,24,61
Intra,0.275741424686868,24,62
Intra,0.271005337689634,24,63
Intra,0.199878666678877,24,64
Intra,0.288947919653459,24,65
Intra,0.291381616905346,24,66
Intra,0.33327408868977,24,67
Intra,0.311293710492227,24,68
Intra,0.329164603763621,24,69
Intra,0.360106879393275,24,70
Intra,0.197047591262594,24,71
Intra,0.310627772657732,24,72
Intra,0.282083788678181,24,73
Intra,0.313604091135576,24,74
Intra,0.24597025993425,24,75
Intra,0.310837188181086,24,76
Intra,0.271705135382738,24,77
Intra,0.281124688146076,25,1
Intra,0.355141751934657,25,2
Intra,0.287278160764526,25,3
Intra,0.286013053238812,25,4
Intra,0.278776989457825,25,5
Intra,0.280857768581881,25,6
Intra,0.341738689118123,25,7
Intra,0.341802670918045,25,8
Intra,0.317533549187332,25,9
Intra,0.306682510261234,25,10
Intra,0.319779182111641,25,11
Intra,0.301254640635723,25,12
Intra,0.315175622888838,25,13
Intra,0.30552832311912,25,14
Intra,0.337878293860151,25,15
Intra,0.262673820546886,25,16
Intra,0.257405648265032,25,17
Intra,0.313042398078733,25,18
Intra,0.335576443746499,25,19
Intra,0.331842710706666,25,20
Intra,0.34397228573181,25,21
Intra,0.323547068559875,25,22
Intra,0.318666888833872,25,23
Intra,0.317795602556884,25,24
Intra,0.340514594230336,25,25
Intra,0.308899095912586,25,26
Intra,0.333635368204132,25,27
Intra,0.298385700226694,25,28
Intra,0.263184166819702,25,29
Intra,0.298975512147206,25,30
Intra,0.186087869187761,3,1
Intra,0.229423381871025,3,2
Intra,0.180932813673501,8,1
Intra,0.185927843457805,8,2
Intra,0.200822106433641,8,3
Intra,0.193630279712851,8,4
Intra,0.203788066711809,8,5
Intra,0.148663122372917,8,6
Intra,0.204949606394491,8,7
Intra,0.294226026779707,9,1
Intra,0.250714858837244,10,1
Intra,0.227891777912092,10,2
Intra,0.283189607062268,10,3
Intra,0.295692656378564,10,4
Intra,0.243049846666719,10,5
Intra,0.260783108532168,10,6
Intra,0.262809505094902,10,7
Intra,0.268795484221252,10,8
Intra,0.265705679156118,10,9
Intra,0.23829167476257,10,10
Intra,0.310143771242968,10,11
Intra,0.300482197147698,10,12
Intra,0.228863220800942,10,13
Intra,0.227372442786448,10,14
Intra,0.214216218542289,10,15
Intra,0.231650291577282,10,16
Intra,0.243189645441046,10,17
Intra,0.237810687757792,10,18
Intra,0.263252282520379,10,19
Intra,0.224680468291537,10,20
Intra,0.242014924346599,10,21
Intra,0.255343726716327,10,22
Intra,0.250117102975731,10,23
Intra,0.277201890846595,10,24
Intra,0.253759872665669,10,25
Intra,0.261396924415218,10,26
Intra,0.267135776944521,10,27
Intra,0.247262481097066,10,28
Intra,0.281124079826654,10,29
Intra,0.255931552057081,10,30
Intra,0.297112269532591,10,31
Intra,0.274286548028901,10,32
Intra,0.264616064744273,10,33
Intra,0.28831689335273,10,34
Intra,0.301194126433481,10,35
Intra,0.309891492565383,10,36
Intra,0.181236089824352,10,37
Intra,0.202979527426765,10,38
Intra,0.12975446180001,10,39
Intra,0.151001188301675,10,40
Intra,0.171016988535541,10,41
Intra,0.202021919597845,10,42
Intra,0.15612402401544,10,43
Intra,0.2385088004273,10,44
Intra,0.184289198609698,10,45
Intra,0.185062286724198,10,46
Intra,0.182180579929434,10,47
Intra,0.198010894433837,10,48
Intra,0.26349316799997,10,49
Intra,0.285653613377625,10,50
Intra,0.245714450203055,10,51
Intra,0.264409864454075,10,52
Intra,0.308885486239961,10,53
Intra,0.295933546748836,10,54
Intra,0.279258901756087,10,55
Intra,0.308801041769191,10,56
Intra,0.25799043621958,10,57
Intra,0.249863523889233,10,58
Intra,0.303374777688183,10,59
Intra,0.292877105389923,10,60
Intra,0.278747344104002,10,61
Intra,0.266427019152332,10,62
Intra,0.245365019271549,10,63
Intra,0.281310863872532,10,64
Intra,0.301099673484929,10,65
Intra,0.281225309614774,10,66
Intra,0.255567806837914,10,67
Intra,0.276983074100213,10,68
Intra,0.251497918701563,10,69
Intra,0.290374791686999,10,70
Intra,0.323077457563056,10,71
Intra,0.279105049883228,10,72
Intra,0.283242686308824,10,73
Intra,0.262929031605266,10,74
Intra,0.237089374600064,10,75
Intra,0.223318419479697,10,76
Intra,0.235447253498685,10,77
Intra,0.280485279566738,10,78
Intra,0.281275524209487,10,79
Intra,0.257347111896655,10,80
Intra,0.252744611306682,10,81
Intra,0.251797551666827,10,82
Intra,0.31382837029256,10,83
Intra,0.289286923202732,10,84
Intra,0.390583638457391,11,1
Intra,0.447228093713388,11,2
Intra,0.276132676654323,11,3
Intra,0.336906869605532,11,4
Intra,0.310863226761222,11,5
Intra,0.454664122300217,11,6
Intra,0.373823702115366,11,7
Intra,0.398530726103495,11,8
Intra,0.357587045504195,11,9
Intra,0.446671379915775,11,10
Intra,0.253698069508676,11,11
Intra,0.370455840734059,11,12
Intra,0.28630690600625,11,13
Intra,0.418782530782301,11,14
Intra,0.32877663058449,11,15
Intra,0.414046795908554,11,16
Intra,0.349053645164039,11,17
Intra,0.478026325821201,11,18
Intra,0.291589149820253,11,19
Intra,0.338352854656364,11,20
Intra,0.30921369905905,11,21
Intra,0.408251776769046,11,22
Intra,0.295779505224867,11,23
Intra,0.366709823607351,11,24
Intra,0.392075156994497,11,25
Intra,0.488340542989907,11,26
Intra,0.293419177483419,11,27
Intra,0.357519806687176,11,28
Intra,0.339344280355968,11,29
Intra,0.427324612629909,11,30
Intra,0.293619845766509,11,31
Intra,0.409824876981187,11,32
Intra,0.312466345441426,11,33
Intra,0.458599324211723,11,34
Intra,0.28685280213152,11,35
Intra,0.362448305636608,11,36
Intra,0.322060664937162,11,37
Intra,0.444187927870938,11,38
Intra,0.336452840505635,11,39
Intra,0.40977294939361,11,40
Intra,0.260696399460175,12,1
Intra,0.278125215416833,12,2
Intra,0.266992796887107,12,3
Intra,0.250563277891905,13,1
Intra,0.272051802945224,13,2
Intra,0.286574488197794,13,3
Intra,0.260161883248582,13,4
Intra,0.295162208719078,13,5
Intra,0.300133852808624,13,6
Intra,0.264410223521188,13,7
Intra,0.266698190657857,13,8
Intra,0.322998674857959,13,9
Intra,0.302832220448669,13,10
Intra,0.310247903795125,13,11
Intra,0.297417658582522,13,12
Intra,0.294432374218356,13,13
Intra,0.288392618655618,13,14
Intra,0.284747507952117,13,15
Intra,0.282502272322597,13,16
Intra,0.284992793307242,13,17
Intra,0.283687083875066,13,18
Intra,0.239440097469395,13,19
Intra,0.303458511150018,13,20
Intra,0.338140860229002,13,21
Intra,0.333894028908756,13,22
Intra,0.266997196356689,13,23
Intra,0.296728989332586,13,24
Intra,0.318770436508432,13,25
Intra,0.290113375091333,13,26
Intra,0.267074505134518,13,27
Intra,0.301388638344893,13,28
Intra,0.304459484527279,13,29
Intra,0.320219330371218,13,30
Intra,0.25537690372499,13,31
Intra,0.283488997262298,13,32
Intra,0.295381631097539,13,33
Intra,0.298792543652881,13,34
Intra,0.304242210366155,13,35
Intra,0.310027708573813,13,36
Intra,0.308538740078598,23,1
Intra,0.243500112511779,24,1
Intra,0.278205621333067,24,2
Intra,0.225883467625558,24,3
Intra,0.27768808429959,24,4
Intra,0.267845912509104,24,5
Intra,0.280883031247677,24,6
Intra,0.282889635636845,24,7
Intra,0.344534631466986,24,8
Intra,0.237074331307857,24,9
Intra,0.242382334130927,24,10
Intra,0.306500793025219,24,11
Intra,0.294313382206019,24,12
Intra,0.291343226728567,24,13
Intra,0.236551317867523,24,14
Intra,0.263821858627271,24,15
Intra,0.277369024256495,24,16
Intra,0.279399379363225,24,17
Intra,0.268124119808208,24,18
Intra,0.309851794218359,24,19
Intra,0.318163655766417,24,20
Intra,0.260263571348938,24,21
Intra,0.237113911376757,24,22
Intra,0.330163082709088,24,23
Intra,0.311393877843682,24,24
Intra,0.263956733788151,24,25
Intra,0.252194193022087,24,26
Intra,0.290710584437753,24,27
Intra,0.30779083157597,24,28
Intra,0.287372835135854,24,29
Intra,0.283158355280951,24,30
Intra,0.28976146218836,24,31
Intra,0.297827311802384,24,32
Intra,0.27544125145848,24,33
Intra,0.278913527979905,24,34
Intra,0.253636144578005,24,35
Intra,0.278871937855161,24,36
Intra,0.258592121657512,24,37
Intra,0.307744627482743,24,38
Intra,0.323560939713773,24,39
Intra,0.329437545866884,24,40
Intra,0.279245157626002,24,41
Intra,0.26809578241275,24,42
Intra,0.287773285245146,24,43
Intra,0.294753990653183,24,44
Intra,0.257759869455217,25,1
Intra,0.295440366472432,25,2
Intra,0.316431904213128,25,3
Intra,0.33188487846705,25,4
Intra,0.312037588972228,25,5
Intra,0.257072108670301,25,6
Intra,0.30709895568904,25,7
Intra,0.329741807858716,25,8
Intra,0.310599827997901,25,9
Intra,0.291099627278434,25,10
Intra,0.232166722746439,6,1
Intra,0.299991660078353,6,2
Intra,0.368433720328973,20,1
Intra,0.342025069056827,20,2
Intra,0.271501892933939,20,3
Intra,0.253614745427143,6,1
Intra,0.265395167855479,6,2
Intra,0.237373998690497,6,1
Intra,0.291652357457786,6,2
Intra,0.231949058348941,6,3
Intra,0.236907359683889,6,4
Intra,0.243176648463218,6,5
Intra,0.179499778212293,6,6
Intra,0.214423473364879,6,7
Intra,0.212619741807982,6,8
Intra,0.300582645297479,6,9
Intra,0.185058145785141,6,10
Intra,0.277578573761346,6,11
Intra,0.29046319498256,6,12
Intra,0.284947304355968,6,13
Intra,0.28327793214643,6,14
Intra,0.282082029846818,6,15
Intra,0.30187224798955,6,16
Intra,0.232905757107099,6,17
Intra,0.220135480276361,6,18
Intra,0.28777847634132,6,19
Intra,0.25532250990827,6,20
Intra,0.270180726305816,27,1
Intra,0.28313593253635,27,2
Intra,0.233465819485205,27,3
Intra,0.26180907049372,5,1
Intra,0.331574413802215,5,2
Intra,0.301595146793161,5,3
Intra,0.270236258012711,5,4
Intra,0.233085179655129,5,5
Intra,0.221811949078523,5,6
Intra,0.242052995871356,6,1
Intra,0.215617874819523,6,2
Intra,0.261185217698389,6,3
Intra,0.2433560832362,6,4
Intra,0.249016696301665,6,5
Intra,0.340675566468362,6,6
Intra,0.335823526316877,20,1
Intra,0.353879187411196,20,2
Intra,0.323127251597602,20,3
Intra,0.338414603586932,20,4
Intra,0.292023824858413,20,5
Intra,0.360302523404535,20,6
Intra,0.265462160884297,26,1
Intra,0.258534392533239,26,2
Intra,0.281702588954136,26,3
Intra,0.264105623353244,26,4
Intra,0.289544693886086,26,5
Intra,0.294393231381095,26,6
Intra,0.295892150564678,26,7
Intra,0.259596032851705,26,8
Intra,0.261691581553677,26,9
Intra,0.242562505543667,26,10
Intra,0.295304424517139,26,11
Intra,0.226094514353026,26,12
Intra,0.238433296163371,26,13
Intra,0.18874035667533,26,14
Intra,0.221712833562372,26,15
Intra,0.2450617371784,26,16
Intra,0.193915251700914,26,17
Intra,0.24276717870483,26,18
Intra,0.217013567015384,26,19
Intra,0.23343377785814,26,20
Intra,0.210741164939844,26,21
Intra,0.209760790846839,26,22
Intra,0.212785932511702,6,1
Intra,0.235664062178371,6,2
Intra,0.240842040744827,6,3
Intra,0.280738780743698,6,4
Intra,0.272792649547873,6,5
Intra,0.241369584543387,6,6
Intra,0.294547817604015,6,7
Intra,0.264065757359011,6,8
Intra,0.250407918338346,6,9
Intra,0.288735754644441,6,10
Intra,0.215555298841494,6,11
Intra,0.247671280924738,6,12
Intra,0.259280528045598,6,13
Intra,0.278530707645279,6,14
Intra,0.321783128641487,6,15
Intra,0.292279138946789,6,16
Intra,0.308847992632258,6,17
Intra,0.301773525202308,6,18
Intra,0.28036186048188,6,19
Intra,0.299533066758795,6,20
Intra,0.303056027715276,5,1
Intra,0.305731061718567,5,2
Intra,0.302944673872174,5,3
Intra,0.302058378362979,5,4
Intra,0.251240950359752,5,5
Intra,0.289438414196647,5,6
Intra,0.204241022027225,5,7
Intra,0.285823018610659,5,8
Intra,0.278843060242201,5,9
Intra,0.303586773416019,5,10
Intra,0.271970788670908,5,11
Intra,0.294976413262306,5,12
Intra,0.297442312717584,5,13
Intra,0.200148192634641,5,14
Intra,0.263069344493851,5,15
Intra,0.204234398424571,5,16
Intra,0.261965626525392,5,17
Intra,0.222062537421805,5,18
Intra,0.240387809609723,5,19
Intra,0.231972486646827,5,20
Intra,0.138917229219314,5,21
Intra,0.291384133115086,26,1
Intra,0.304366015751228,26,2
Intra,0.197993110450447,26,3
Intra,0.214772909274776,26,4
Intra,0.249315066858946,2,1
Intra,0.219710776618974,2,2
Intra,0.282687835992646,6,1
Intra,0.266386768378918,6,1
Intra,0.26726423869522,6,2
Intra,0.282142913802077,6,3
Intra,0.31168670590538,6,4
Intra,0.259235888094326,6,5
Intra,0.266994962030537,6,6
Intra,0.26589045785715,6,7
Intra,0.254726615876381,6,8
Intra,0.288966329736945,6,9
Intra,0.246963798671817,6,10
Intra,0.296675050582292,18,1
Intra,0.299606159567219,18,2
Intra,0.288937791601502,18,3
Intra,0.232116498031363,2,1
Intra,0.352576856324373,2,2
Intra,0.308922025763578,6,1
Intra,0.238597059285693,6,2
Intra,0.303163096153061,6,3
Intra,0.33039379814792,20,1
Intra,0.298444199725373,20,2
Intra,0.226850487286198,6,1
Intra,0.271428608668211,6,2
Intra,0.288036439529203,6,3
Intra,0.32468024688946,6,4
Intra,0.28196508644666,6,5
Intra,0.282254296981139,6,6
Intra,0.275744650035394,6,7
