LA1,-24.5203,4.69622,-28.6560644263826,0,1,1,0.255025,1
LA2,-28.0067,3.82892,-29.2572612776921,0,2,2,0.255025,1
LA3,-31.6794,2.84062,-31.7205625492511,0,3,3,0.255025,1
LA4,-37.0418,2.43067,-32.1612851950531,0,4,4,0.255025,1
LA5,-43.4206,3.09916,-32.9515865460772,0,5,5,0.255025,1
LA6,-48.0242,3.27352,-33.8367457924342,0,6,6,0.255025,1
LA7,-51.9901,5.72298,-32.2447672932373,0,7,7,0.255025,1
LA8,-55.4134,5.67516,-31.7626789872707,0,8,8,0.255025,1
LA9,-59.887,4.40018,-33.9486334506921,0,9,9,0.255025,1
LA10,-63.7349,3.68616,-33.6718897810968,0,10,10,0.255025,1
LB1,-24.3292,-2.20536,-27.6976239559697,0,11,11,0.255025,1
LB2,-28.0801,-3.95003,-30.0475080928656,0,12,12,0.255025,1
LB3,-31.5676,-4.82312,-32.9704081739986,0,13,13,0.255025,1
LB4,-39.2185,-5.11429,-32.312772778919,0,14,14,0.255025,1
LB5,-45.1933,-7.49749,-32.7272105747054,0,15,15,0.255025,1
LB6,-50.3376,-7.77978,-31.5627462937161,0,16,16,0.255025,1
LB7,-57.4427,-7.63286,-30.1785240398525,0,17,17,0.255025,1
LB8,-61.8442,-7.42294,-29.4217194968849,0,18,18,0.255025,1
RA1,24.3067,0.992826,-29.5320375694346,0,19,19,0.255025,1
RA2,27.9054,1.65685,-30.2681804703814,0,20,20,0.255025,1
RA3,33.596,4.40816,-30.6151848510477,0,21,21,0.255025,1
RA4,39.2792,7.97682,-29.42169174377,0,22,22,0.255025,1
RA5,42.8828,9.77958,-29.4443246084607,0,23,23,0.255025,1
RA6,46.3999,11.4565,-30.2900236637159,0,24,24,0.255025,1
RA7,49.3089,12.3829,-30.8423244607815,0,25,25,0.255025,1
RA8,54.1246,10.1702,-30.1928139539336,0,26,26,0.255025,1
RA9,57.4357,9.98169,-28.5509325318212,0,27,27,0.255025,1
RA10,61.9817,10.4189,-27.5890050938358,0,28,28,0.255025,1
RB1,28.911,-10.2431,-24.8221963802412,0,29,29,0.255025,1
RB2,35.0327,-10.6608,-26.5681695955898,0,30,30,0.255025,1
RB3,38.382,-11.264,-28.7381452306072,0,31,31,0.255025,1
RB4,44.7397,-8.60886,-28.5032132169781,0,32,32,0.255025,1
RB5,51.6672,-6.01434,-26.9377858957517,0,33,33,0.255025,1
RB6,59.6473,-6.3951,-27.0458896360596,0,34,34,0.255025,1
RB7,65.3064,-5.23851,-28.4833240158258,0,35,35,0.255025,1
RB8,68.9977,-3.79394,-28.7656544822345,0,36,36,0.255025,1
RC1,30.6412,-28.2909,-14.6032207051718,0,37,37,0.255025,1
RC2,35.9874,-27.6256,-14.0435200197197,0,38,38,0.255025,1
RC3,40.7725,-25.7872,-13.9813844965557,0,39,39,0.255025,1
RC4,45.3631,-26.3381,-13.2086955916821,0,40,40,0.255025,1
RC5,51.2726,-26.2499,-11.0077897973288,0,41,41,0.255025,1
RC6,56.8645,-28.2398,-10.3220258887545,0,42,42,0.255025,1
RC7,61.0191,-25.5701,-10.0861890749076,0,43,43,0.255025,1
RC8,62.8667,-21.3384,-8.77695868940437,0,44,44,0.255025,1
RC9,67.8339,-20.2032,-11.3759324803686,0,45,45,0.255025,1
RC10,72.2426,-18.3995,-12.7197846791696,0,46,46,0.255025,1
RF1,21.1344,-36.8261,-11.9588189721533,0,47,47,0.255025,1
RF2,25.9239,-37.6454,-13.1105009858031,0,48,48,0.255025,1
RF3,30.3924,-38.3767,-13.2260230221047,0,49,49,0.255025,1
RF4,39.2571,-37.9173,-12.3697834224246,0,50,50,0.255025,1
RF5,45.783,-38.7147,-14.2343079274135,0,51,51,0.255025,1
RF6,53.3846,-39.2753,-14.7666106634237,0,52,52,0.255025,1
RF7,60.5453,-38.6845,-11.6868632852199,0,53,53,0.255025,1
RF8,65.4267,-36.8392,-7.16766236931235,0,54,54,0.255025,1
RF9,70.2577,-35.3526,-7.11067229875427,0,55,55,0.255025,1
RF10,75.0129,-33.2204,-7.24945699507346,0,56,56,0.255025,1
RI1,21.8011,-4.59709,-38.017312789533,0,57,57,0.255025,1
RI2,24.2357,-3.45037,-38.0167175375934,0,58,58,0.255025,1
RI3,28.3239,-2.03959,-39.8033176945219,0,59,59,0.255025,1
RI4,31.2156,-1.10464,-39.4875387325688,0,60,60,0.255025,1
RI5,34.7284,1.2017,-39.5674422391476,0,61,61,0.255025,1
RI6,39.1655,5.38442,-38.1092724106159,0,62,62,0.255025,1
RI7,43.0618,7.11213,-37.5235168338042,0,63,63,0.255025,1
RI8,44.9168,8.57188,-36.3109088407677,0,64,64,0.255025,1
RI9,46.8884,11.3044,-36.3573723188125,0,65,65,0.255025,1
RI10,48.9116,11.5707,-36.0419935114256,0,66,66,0.255025,1
RO1,6.27408,48.373,-21.3603639440538,0,67,67,0.255025,1
RO2,12.5882,49.0439,-20.3002216562585,0,68,68,0.255025,1
RO3,16.8147,50.4347,-17.3487563092769,0,69,69,0.255025,1
RO4,21.8215,51.9471,-16.0226746868293,0,70,70,0.255025,1
RO5,25.9815,51.8411,-14.0228043492723,0,71,71,0.255025,1
RO6,32.0065,50.7362,-13.2557233908638,0,72,72,0.255025,1
RO7,38.1648,51.9046,-9.12184954188977,0,73,73,0.255025,1
RO8,42.9485,52.0395,-5.80772566708145,0,74,74,0.255025,1
RO9,47.078,54.1055,-2.66517847630606,0,75,75,0.255025,1
RO10,50.8337,55.1463,-0.0210146189921303,0,76,76,0.255025,1
RP1,5.01654,-65.8118,42.1309285667056,0,77,77,0.255025,1
RP2,8.63462,-67.6117,43.8582321793688,0,78,78,0.255025,1
RP3,10.2918,-66.7837,45.5277879545604,0,79,79,0.255025,1
RP4,11.2773,-66.5532,47.2065375606143,0,80,80,0.255025,1
RP5,11.6677,-63.9899,50.4114001044063,0,81,81,0.255025,1
RP6,12.3047,-61.2612,54.8173718348034,0,82,82,0.255025,1
RP7,15.2828,-62.608,58.6600045923382,0,83,83,0.255025,1
RP8,19.055,-64.4021,59.7275506360846,0,84,84,0.255025,1
RP9,22.1337,-64.9596,61.7704179604795,0,85,85,0.255025,1
RP10,26.5166,-65.3686,63.4468367761949,0,86,86,0.255025,1
RQ1,9.38888,39.201,-5.13131737699994,0,87,87,0.255025,1
RQ2,14.9607,40.3146,-4.13599559280885,0,88,88,0.255025,1
RQ3,18.9084,39.9515,-4.53760593889334,0,89,89,0.255025,1
RQ4,25.5641,39.4335,-5.42685154421652,0,90,90,0.255025,1
RQ5,32.1461,39.4422,-6.9216544121318,0,91,91,0.255025,1
RQ6,36.6934,40.4819,-6.20669915696753,0,92,92,0.255025,1
RQ7,42.0393,42.8173,-5.60082991930925,0,93,93,0.255025,1
RQ8,48.1832,43.1382,-4.90811051169625,0,94,94,0.255025,1
RQ9,53.7872,43.3266,-4.57646896434765,0,95,95,0.255025,1
RQ10,57.693,43.0256,-3.91801631077686,0,96,96,0.255025,1
RR1,35.9806,12.3172,3.95463363418146,0,97,97,0.255025,1
RR2,40.3056,11.8628,7.5921895956704,0,98,98,0.255025,1
RR3,43.0381,12.4103,9.7748489718074,0,99,99,0.255025,1
RR4,45.7273,12.3558,11.0803124679361,0,100,100,0.255025,1
RR5,48.6696,13.5752,13.2304210367278,0,101,101,0.255025,1
RR6,52.1048,13.8665,13.3786709525843,0,102,102,0.255025,1
RR7,54.6852,15.001,13.7877385733099,0,103,103,0.255025,1
RR8,57.8487,16.1174,14.1577664701404,0,104,104,0.255025,1
RR9,60.4359,16.8867,15.9673371257601,0,105,105,0.255025,1
RR10,63.1525,14.8756,17.4805477017759,0,106,106,0.255025,1
RT1,43.8978,-6.12315,-3.74019630581693,0,107,107,0.255025,1
RT2,46.5897,-5.37116,-4.34004019435517,0,108,108,0.255025,1
RT3,49.3536,-3.69243,-4.6570884413438,0,109,109,0.255025,1
RT4,53.3733,-3.80102,-5.6259341510519,0,110,110,0.255025,1
