LA1,-22.597,-5.29481,-19.7935312005956,0,1,1,0.223729,1
LA2,-28.2961,-5.88175,-20.8295814977565,0,2,2,0.223729,1
LA3,-33.9806,-6.07214,-20.2826386654858,0,3,3,0.223729,1
LA4,-40.4315,-4.77849,-20.3232434342032,0,4,4,0.223729,1
LA5,-43.9858,-4.07363,-21.2636745105479,0,5,5,0.223729,1
LA6,-48.3485,-3.79125,-20.272808622044,0,6,6,0.223729,1
LA7,-54.8263,-4.43212,-21.2090825461569,0,7,7,0.223729,1
LA8,-61.4833,-2.89702,-22.3630442623263,0,8,8,0.223729,1
LA9,-65.8887,-4.6387,-20.9145662542073,0,9,9,0.223729,1
LA10,-69.4803,-4.37031,-20.9169033387563,0,10,10,0.223729,1
LB1,-25.5739,-11.861,-22.6409972382439,0,11,11,0.223729,1
LB2,-31.0064,-13.4876,-22.792493743109,0,12,12,0.223729,1
LB3,-35.7315,-14.6966,-20.8868076046565,0,13,13,0.223729,1
LB4,-41.0138,-17.4005,-22.3668275422334,0,14,14,0.223729,1
LB5,-45.2589,-18.7598,-19.5541533652193,0,15,15,0.223729,1
LB6,-48.7454,-20.4009,-15.6379426238436,0,16,16,0.223729,1
LB7,-54.5037,-21.2052,-13.4850627209835,0,17,17,0.223729,1
LB8,-62.3644,-22.1739,-15.2988121547782,0,18,18,0.223729,1
LB9,-67.7728,-24.1978,-14.6674889411399,0,19,19,0.223729,1
LB10,-70.3802,-24.8336,-11.4975785560144,0,20,20,0.223729,1
LC1,-20.8847,-31.2041,-7.30699476121843,0,21,21,0.223729,1
LC2,-26.8445,-31.409,-7.42225500429093,0,22,22,0.223729,1
LC3,-32.3637,-31.1085,-8.2748619276158,0,23,23,0.223729,1
LC4,-38.9568,-31.9889,-9.28098286439898,0,24,24,0.223729,1
LC5,-44.478,-32.0854,-10.6842915421216,0,25,25,0.223729,1
LC6,-50.9406,-28.9779,-11.1630556791207,0,26,26,0.223729,1
LC7,-58.113,-28.9141,-15.3175280784906,0,27,27,0.223729,1
LC8,-66.468,-29.9526,-14.8394178778662,0,28,28,0.223729,1
LC9,-72.1865,-30.3568,-15.1143189329109,0,29,29,0.223729,1
LC10,-77.0854,-30.5978,-15.0759585557744,0,30,30,0.223729,1
LV1,-45.2161,12.4096,-9.46466666477233,0,31,31,0.223729,1
LV2,-49.8286,11.5547,-10.6360650457617,0,32,32,0.223729,1
LV3,-53.8129,10.5704,-10.4815295040419,0,33,33,0.223729,1
LV4,-55.7665,10.6545,-10.3950607291212,0,34,34,0.223729,1
LV5,-58.0321,10.5965,-9.80934002804051,0,35,35,0.223729,1
LV6,-59.6337,9.08663,-9.86960104835263,0,36,36,0.223729,1
LV7,-62.2862,8.60005,-9.48371746681484,0,37,37,0.223729,1
LV8,-64.0298,7.14757,-9.44023264212223,0,38,38,0.223729,1
LV9,-66.3663,6.92498,-9.41084702780487,0,39,39,0.223729,1
LV10,-68.9788,5.65566,-10.4622539364116,0,40,40,0.223729,1
RA1,19.5148,-1.84845,-28.6137031312302,0,41,41,0.223729,1
RA2,22.7095,-3.5565,-28.0840750446212,0,42,42,0.223729,1
RA3,27.0832,-4.1639,-29.2460354137957,0,43,43,0.223729,1
RA4,31.9731,-5.75168,-33.2282153521639,0,44,44,0.223729,1
RA5,36.297,-6.42345,-32.3241794468078,0,45,45,0.223729,1
RA6,40.1522,-4.60342,-30.7753035903337,0,46,46,0.223729,1
RA7,46.8847,-2.19639,-29.9639063559971,0,47,47,0.223729,1
RA8,52.4732,-1.21966,-28.4845586567724,0,48,48,0.223729,1
RA9,58.0385,-2.03789,-28.786877454027,0,49,49,0.223729,1
RA10,61.8916,-2.50643,-28.8822029329203,0,50,50,0.223729,1
RB1,21.7158,-13.5301,-23.9040282229489,0,51,51,0.223729,1
RB2,26.4202,-12.8809,-24.131653426202,0,52,52,0.223729,1
RB3,31.8363,-13.7579,-25.133873991807,0,53,53,0.223729,1
RB4,36.0992,-13.5696,-28.1387333420137,0,54,54,0.223729,1
RB5,41.002,-12.6327,-27.2682511706592,0,55,55,0.223729,1
RB6,45.9861,-11.3884,-26.0926994283641,0,56,56,0.223729,1
RB7,53.9331,-11.5764,-25.6992118287508,0,57,57,0.223729,1
RB8,62.2241,-10.4639,-26.4842336968934,0,58,58,0.223729,1
RB9,68.3932,-9.97311,-25.3781591989455,0,59,59,0.223729,1
RB10,72.916,-10.2604,-26.081431732907,0,60,60,0.223729,1
RC1,22.2909,-28.672,-12.616110727861,0,61,61,0.223729,1
RC2,27.6076,-27.5354,-13.1163328758844,0,62,62,0.223729,1
RC3,32.0226,-26.4868,-12.6357094460842,0,63,63,0.223729,1
RC4,38.9057,-23.6972,-11.3912497969581,0,64,64,0.223729,1
RC5,46.0774,-20.6201,-7.9181611984142,0,65,65,0.223729,1
RC6,50.4409,-18.7813,-5.90408720367853,0,66,66,0.223729,1
RC7,55.8058,-17.04,-4.49945605397039,0,67,67,0.223729,1
RC8,59.2974,-15.6741,-2.00950085033258,0,68,68,0.223729,1
RC9,63.7928,-14.4357,-1.25972430589687,0,69,69,0.223729,1
RC10,68.3164,-14.1826,-0.26227651427705,0,70,70,0.223729,1
RF1,22.4381,-41.9572,-13.3640135857396,0,71,71,0.223729,1
RF2,27.3462,-42.2547,-13.7500232153189,0,72,72,0.223729,1
RF3,31.1525,-41.5934,-13.6097932027594,0,73,73,0.223729,1
RF4,35.9966,-41.3762,-13.301912072478,0,74,74,0.223729,1
RF5,42.5068,-38.4222,-13.098024216586,0,75,75,0.223729,1
RF6,48.9188,-36.4205,-9.56926802946182,0,76,76,0.223729,1
RF7,55.4414,-35.8077,-7.76040603744243,0,77,77,0.223729,1
RF8,61.4004,-36.8709,-5.31557371308017,0,78,78,0.223729,1
RF9,67.6376,-35.6078,-3.68860971885687,0,79,79,0.223729,1
RF10,72.3641,-34.6976,-3.53928661294222,0,80,80,0.223729,1
RI1,23.7068,-7.75969,-34.2236362170856,0,81,81,0.223729,1
RI2,27.9496,-7.35374,-33.4815209961213,0,82,82,0.223729,1
RI3,33.2328,-4.68,-31.3146539540396,0,83,83,0.223729,1
RI4,36.2889,-4.30434,-32.3375943035978,0,84,84,0.223729,1
RI5,39.8107,-0.587766,-29.6756073276345,0,85,85,0.223729,1
RI6,44.3891,6.14036,-28.3941243676324,0,86,86,0.223729,1
RI7,48.2774,8.53209,-27.4839597332301,0,87,87,0.223729,1
RI8,52.0773,8.84188,-25.9130701563382,0,88,88,0.223729,1
RI9,56.4082,7.66642,-24.1229789907793,0,89,89,0.223729,1
RI10,60.139,9.34882,-22.1159045986167,0,90,90,0.223729,1
RO1,-20.4795,32.2215,-25.3865618251935,0,91,91,0.223729,1
RO2,-11.652,32.7294,-22.1228523054512,0,92,92,0.223729,1
RO3,-3.30393,33.3562,-18.1446343508531,0,93,93,0.223729,1
RO4,6.56035,35.9227,-17.1902885189491,0,94,94,0.223729,1
RO5,16.0741,36.578,-15.3946461038302,0,95,95,0.223729,1
RO6,22.3005,37.1839,-14.122977177447,0,96,96,0.223729,1
RO7,30.6184,32.3872,-12.0636003037809,0,97,97,0.223729,1
RO8,38.6145,35.2663,-9.85349928686182,0,98,98,0.223729,1
RO9,49.605,41.3714,-5.47165276261034,0,99,99,0.223729,1
RO10,57.8805,41.3267,-3.41094343506905,0,100,100,0.223729,1
RQ1,5.61681,46.3807,12.859784639097,0,101,101,0.223729,1
RQ2,9.61673,45.2078,13.737645088066,0,102,102,0.223729,1
RQ3,13.5166,43.7889,14.8298579372889,0,103,103,0.223729,1
RQ4,19.2326,42.7644,17.2922755987654,0,104,104,0.223729,1
RQ5,24.2368,40.7289,19.0803472263134,0,105,105,0.223729,1
